,speaker,topic,episode_id,episode_name,category,text
164,1,uncategorized,uncategorized,uncategorized,uncategorized," And she always will be.
"
165,3,uncategorized,uncategorized,uncategorized,uncategorized," I – I find it ironic that he's raising nuclear weapons. This is a person who has been very cavalier, even casual about the use of nuclear weapons. He's...
"
166,3,uncategorized,uncategorized,uncategorized,uncategorized,"Fact Checks of the Third Presidential Debate
"
167,3,uncategorized,uncategorized,uncategorized,uncategorized,"Reporters for The New York Times fact-checked the statements made by Hillary Clinton and Donald J. Trump during Wednesday's presidential debate.
"
168,3,uncategorized,uncategorized,uncategorized,uncategorized,"Oct. 19, 2016
"
169,1,uncategorized,uncategorized,uncategorized,uncategorized, Wrong. CLINTON
170,1,uncategorized,uncategorized,uncategorized,uncategorized,"But here's the deal. The bottom line on nuclear weapons is that when the president gives the order, it must be followed. There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so. And that's why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button.
"
171,1,uncategorized,uncategorized,uncategorized,uncategorized," I have 200 generals...
"
172,2,uncategorized,uncategorized,uncategorized,uncategorized," Very quickly.
"
173,1,uncategorized,uncategorized,uncategorized,uncategorized," ... and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients. As far as Japan and other countries, we are being ripped off by everybody in the – we're defending other countries. We are spending a fortune doing it. They have the bargain of the century.
"
174,1,uncategorized,uncategorized,uncategorized,uncategorized,"All I said is, we have to renegotiate these agreements, because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea, and many other places. We cannot continue to afford – she took that as saying nuclear weapons.
"
175,2,uncategorized,uncategorized,uncategorized,uncategorized," OK.
"
176,1,uncategorized,uncategorized,uncategorized,uncategorized," Look, she's been proven to be a liar on so many different ways. This is just another lie.
"
177,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, I'm just quoting you when you were asked...
"
178,1,uncategorized,uncategorized,uncategorized,uncategorized," There's no quote. You're not going to find a quote from me.
"
179,3,uncategorized,uncategorized,uncategorized,uncategorized," ... about a potential nuclear – nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks. That kind...
"
180,1,uncategorized,uncategorized,uncategorized,uncategorized," And defend yourselves.
"
181,3,uncategorized,uncategorized,uncategorized,uncategorized," ... of language – well...
"
182,1,uncategorized,uncategorized,uncategorized,uncategorized," And defend yourselves. I didn't say nuclear. And defend yourself.
"
183,3,uncategorized,uncategorized,uncategorized,uncategorized," The United States has kept the peace – the United States has kept the peace through our alliances. Donald wants to tear up our alliances. I think it makes the world safer and, frankly, it makes the United States safer. I would work with our allies in Asia, in Europe, in the Middle East, and elsewhere. That's the only way we're going to be able to keep the peace.
"
184,2,uncategorized,uncategorized,uncategorized,uncategorized," We're going to – no, we are going to move on to the next topic, which is the economy. And I hope we handle that as well as we did immigration. You also have very different ideas about how to get the economy growing faster. Secretary Clinton, in your plan, government plays a big role. You see more government spending, more entitlements, more tax credits, more tax penalties. Mr. Trump, you want to get government out with lower taxes and less regulation.
"
185,1,uncategorized,uncategorized,uncategorized,uncategorized," Yes.
"
186,2,uncategorized,uncategorized,uncategorized,uncategorized," We're going to drill down into this a little bit more. But in this overview, please explain to me why you believe that your plan will create more jobs and growth for this country and your opponent's plan will not. In this round, you go first, Secretary Clinton.
"
187,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, I think when the middle class thrives, America thrives. And so my plan is based on growing the economy, giving middle-class families many more opportunities. I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing. I think we can compete with high-wage countries, and I believe we should. New jobs and clean energy, not only to fight climate change, which is a serious problem, but to create new opportunities and new businesses.
"
188,3,uncategorized,uncategorized,uncategorized,uncategorized,"I want us to do more to help small business. That's where two- thirds of the new jobs are going to come from. I want us to raise the national minimum wage, because people who live in poverty should not – who work full-time should not still be in poverty. And I sure do want to make sure women get equal pay for the work we do.
"
189,3,uncategorized,uncategorized,uncategorized,uncategorized,"I feel strongly that we have to have an education system that starts with preschool and goes through college. That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future. I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted.
"
190,3,uncategorized,uncategorized,uncategorized,uncategorized,"And we're going to work hard to make sure that it is, because we are going to go where the money is. Most of the gains in the last years since the Great Recession have gone to the very top. So we are going to have the wealthy pay their fair share. We're going to have corporations make a contribution greater than they are now to our country.
"
191,3,uncategorized,uncategorized,uncategorized,uncategorized,"That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs. By contrast, Donald's plan has been analyzed to conclude it might lose 3.5 million jobs. Why? Because his whole plan is to cut taxes, to give the biggest tax breaks ever to the wealthy and to corporations, adding $20 trillion to our debt, and causing the kind of dislocation that we have seen before, because it truly will be trickle-down economics on steroids.
"
192,3,uncategorized,uncategorized,uncategorized,uncategorized,"So the plan I have I think will actually produce greater opportunities. The plan he has will cost us jobs and possibly lead to another Great Recession.
"
193,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary, thank you. Mr. Trump, why will your plan create more jobs and growth than Secretary Clinton's?
"
194,1,uncategorized,uncategorized,uncategorized,uncategorized," Well, first of all, before I start on my plan, her plan is going to raise taxes and even double your taxes. Her tax plan is a disaster. And she can say all she wants about college tuition. And I'm a big proponent. We're going to do a lot of things for college tuition. But the rest of the public's going to be paying for it. We will have a massive, massive tax increase under Hillary Clinton's plan.
"
195,1,uncategorized,uncategorized,uncategorized,uncategorized," But I'd like to start off where we left, because when I said Japan and Germany, and I'm – not to single them out, but South Korea, these are very rich, powerful countries. Saudi Arabia, nothing but money. We protect Saudi Arabia. Why aren't they paying?
"
196,1,uncategorized,uncategorized,uncategorized,uncategorized,"She immediately – when she heard this, I questioned it, and I questioned NATO. Why aren't the NATO questioned – why aren't they paying? Because they weren't paying.
"
197,1,uncategorized,uncategorized,uncategorized,uncategorized,"Since I did this – this was a year ago – all of a sudden, they're paying. And I've been given a lot – a lot of credit for it. All of a sudden, they're starting to pay up. They have to pay up. We're protecting people, they have to pay up. And I'm a big fan of NATO. But they have to pay up.
"
198,1,uncategorized,uncategorized,uncategorized,uncategorized,"She comes out and said, we love our allies, we think our allies are great. Well, it's awfully hard to get them to pay up when you have somebody saying we think how great they are.
"
199,1,uncategorized,uncategorized,uncategorized,uncategorized,"We have to tell Japan in a very nice way, we have to tell Germany, all of these countries, South Korea, we have to say, you have to help us out. We have, during his regime, during President Obama's regime, we've doubled our national debt. We're up to $20 trillion.
"
200,1,uncategorized,uncategorized,uncategorized,uncategorized,"So my plan – we're going to renegotiate trade deals. We're going to have a lot of free trade. We're going to have free trade, more free trade than we have right now. But we have horrible deals. Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever. Our jobs are being sucked out of our economy.
"
201,1,uncategorized,uncategorized,uncategorized,uncategorized,"You look at all of the places that I just left, you go to Pennsylvania, you go to Ohio, you go to Florida, you go to any of them. You go upstate New York. Our jobs have fled to Mexico and other places. We're bringing our jobs back.
"
202,1,uncategorized,uncategorized,uncategorized,uncategorized,"I am going to renegotiate NAFTA. And if I can't make a great deal – then we're going to terminate NAFTA and we're going to create new deals. We're going to have trade, but we're going – we're going to terminate it, we're going to make a great trade deal.
"
203,1,uncategorized,uncategorized,uncategorized,uncategorized,"And if we can't, we're going to do it – we're going to go a separate way, because it has been a disaster. We are going to cut taxes massively. We're going to cut business taxes massively. They're going to start hiring people. We're going to bring the $2.5 trillion... WALLACE: Time, Mr. Trump.
"
204,1,uncategorized,uncategorized,uncategorized,uncategorized," ... that's offshore back into the country. We are going to start the engine rolling again, because...
"
205,2,uncategorized,uncategorized,uncategorized,uncategorized," Mr. Trump?
"
206,1,uncategorized,uncategorized,uncategorized,uncategorized," ... right now, our country is dying at 1 percent GDP.
"
207,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, let me translate that, if I can, Chris, because...
"
208,1,uncategorized,uncategorized,uncategorized,uncategorized," You can't.
"
209,3,uncategorized,uncategorized,uncategorized,uncategorized," ... the fact is, he's going to advocate for the largest tax cuts we've ever seen, three times more than the tax cuts under the Bush administration. I have said repeatedly throughout this campaign"
210,3,uncategorized,uncategorized,uncategorized,uncategorized,"I also will not add a penny to the debt. I have costed out what I'm going to do. He will, through his massive tax cuts, add $20 trillion to the debt.
"
211,3,uncategorized,uncategorized,uncategorized,uncategorized,"Well, he mentioned the debt. We know how to get control of the debt. When my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt. When President Obama came into office, he inherited the worst economic disaster since the Great Depression. He has cut the deficit by two-thirds.
"
212,3,uncategorized,uncategorized,uncategorized,uncategorized,"So, yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people. So I do have investments, investments in new jobs, investments in education, skill training, and the opportunities for people to get ahead and stay ahead. That's the kind of approach that will work.
"
213,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary...
"
214,3,uncategorized,uncategorized,uncategorized,uncategorized," Cutting taxes on the wealthy, we've tried that. It has not worked the way that it has been promised.
"
215,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary Clinton, I want to pursue your plan, because in many ways it is similar to the Obama stimulus plan in 2009, which has led to the slowest GDP growth since 1949.
"
216,1,uncategorized,uncategorized,uncategorized,uncategorized," Correct.
"
217,2,uncategorized,uncategorized,uncategorized,uncategorized," Thank you, sir.
"
218,2,uncategorized,uncategorized,uncategorized,uncategorized,"You told me in July when we spoke that the problem is that President Obama didn't get to do enough in what he was trying to do with his stimulus. So is your plan basically more – even more of the Obama stimulus?
"
219,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, it's a combination, Chris. And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation. I was in the Senate before I became secretary of state. I've never seen people as physically distraught as the Bush administration team was because of what was happening to the economy.
"
220,3,uncategorized,uncategorized,uncategorized,uncategorized,"I personally believe that the steps that President Obama took saved the economy. He doesn't get the credit he deserves for taking some very hard positions. But it was a terrible recession.
"
221,3,uncategorized,uncategorized,uncategorized,uncategorized,"So now we've dug ourselves out of it, we're standing, but we're not yet running. So what I am proposing is that we invest from the middle out and the ground up, not the top down. That is not going to work.
"
222,3,uncategorized,uncategorized,uncategorized,uncategorized,"That's why what I have put forward doesn't add a penny to the debt, but it is the kind of approach that will enable more people to take those new jobs, higher-paying jobs. We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs. We've got to do more to get the whole economy moving, and that's what I believe I will be able to do.
"
223,2,uncategorized,uncategorized,uncategorized,uncategorized," Mr. Trump, even conservative economists who have looked at your plan say that the numbers don't add up, that your idea, and you've talked about 25 million jobs created, 4 percent...
"
224,1,uncategorized,uncategorized,uncategorized,uncategorized," Over a 10-year period.
"
225,2,uncategorized,uncategorized,uncategorized,uncategorized," ... growth is unrealistic. And they say – you talk a lot about growing the energy industry. They say with oil prices as low as they are right now, that's unrealistic, as well. Your response, sir?
"
226,1,uncategorized,uncategorized,uncategorized,uncategorized," So I just left some high representatives of India. They're growing at 8 percent. China is growing at 7 percent. And that for them is a catastrophically low number.
"
227,1,uncategorized,uncategorized,uncategorized,uncategorized,"We are growing – our last report came out – and it's right around the 1 percent level. And I think it's going down. Last week, as you know, the end of last week, they came out with an anemic jobs report. A terrible jobs report. In fact I said, is that the last jobs report before the election? Because if it is, I should win easily, it was so bad. The report was so bad.
"
228,1,uncategorized,uncategorized,uncategorized,uncategorized,"Look, our country is stagnant. We've lost our jobs. We've lost our businesses. We're not making things anymore, relatively speaking. Our product is pouring in from China, pouring in from Vietnam, pouring in from all over the world.
"
229,1,uncategorized,uncategorized,uncategorized,uncategorized,"I've visited so many communities. This has been such an incredible education for me, Chris. I've gotten to know so many – I've developed so many friends over the last year. And they cry when they see what's happened. I pass factories that were thriving 20, 25 years ago, and because of the bill that her husband signed and she blessed 100 percent, it is just horrible what's happened to these people in these communities.
"
230,1,uncategorized,uncategorized,uncategorized,uncategorized,"Now, she can say that her husband did well, but, boy, did they suffer as NAFTA kicked in, because it didn't really kick in very much, but it kicked in after they left. Boy, did they suffer. That was one of the worst things that's ever been signed by our country.
"
231,1,uncategorized,uncategorized,uncategorized,uncategorized,"Now she wants to sign Trans-Pacific Partnership. And she wants it. She lied when she said she didn't call it the gold standard in one of the debates. She totally lied. She did call it the gold standard. And they actually fact checked, and they said I was right. I was so honored.
"
232,2,uncategorized,uncategorized,uncategorized,uncategorized," I want you to give you a chance to briefly speak to that, and then I want to pivot to one-sixth of the economy...
"
233,1,uncategorized,uncategorized,uncategorized,uncategorized, And that will be as bad as NAFTA. WALLACE
234,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it. It didn't meet my test. I've had the same test. Does it create jobs, raise incomes, and further our national security? I'm against it now. I'll be against it after the election. I'll be against it when I'm president.
"
235,3,uncategorized,uncategorized,uncategorized,uncategorized,"There's only one of us on this stage who's actually shipped jobs to Mexico, because that's Donald. He's shipped jobs to 12 countries, including Mexico.
"
236,3,uncategorized,uncategorized,uncategorized,uncategorized,"But he mentioned China. And, you know, one of the biggest problems we have with China is the illegal dumping of steel and aluminum into our markets. I have fought against that as a senator. I've stood up against it as secretary of state.
"
237,3,uncategorized,uncategorized,uncategorized,uncategorized,"Donald has bought Chinese steel and aluminum. In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel. So he goes around with crocodile tears about how terrible it is, but he has given jobs to Chinese steelworkers, not American steelworkers.
"
238,2,uncategorized,uncategorized,uncategorized,uncategorized," Mr. Trump?
"
239,3,uncategorized,uncategorized,uncategorized,uncategorized," That's the kind of approach that is just not going to work.
"
240,1,uncategorized,uncategorized,uncategorized,uncategorized," Well, let me just say – let me just say.
"
241,3,uncategorized,uncategorized,uncategorized,uncategorized," We're going to pull the country together. We're going to have trade agreements that we enforce. That's why I'm going to have a trade prosecutor for the first time in history. And we're going to enforce those agreements, and we're going to look for businesses to help us by buying American products.
"
242,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary Clinton? Go ahead, Mr. Trump.
"
243,1,uncategorized,uncategorized,uncategorized,uncategorized," Let me ask a simple question. She's been doing this for 30 years. Why the hell didn't you do it over the last 15, 20 years?
"
244,1,uncategorized,uncategorized,uncategorized,uncategorized,"Trump and Clinton's Last Debate: Analysis
"
245,1,uncategorized,uncategorized,uncategorized,uncategorized,"Here's how we analyzed in real time the last presidential debate between Hillary Clinton and Donald J. Trump.
"
246,1,uncategorized,uncategorized,uncategorized,uncategorized,"Oct. 19, 2016
"
247,3,uncategorized,uncategorized,uncategorized,uncategorized," No, I voted.
"
248,1,uncategorized,uncategorized,uncategorized,uncategorized," You were very much involved – excuse me. My turn. You were very much involved in every aspect of this country. Very much. And you do have experience. I say the one thing you have over me is experience, but it's bad experience, because what you've done has turned out badly.
"
249,1,uncategorized,uncategorized,uncategorized,uncategorized,"For 30 years, you've been in a position to help, and if you say that I use steel or I use something else, I – make it impossible for me to do that. I wouldn't mind.
"
250,1,uncategorized,uncategorized,uncategorized,uncategorized,"The problem is, you talk, but you don't get anything done, Hillary. You don't. Just like when you ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen. They don't know. It's gone, $6 billion. If you become president, this country is going to be in some mess. Believe me.
"
251,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, first of all, what he just said about the State Department is not only untrue, it's been debunked numerous times.
"
252,3,uncategorized,uncategorized,uncategorized,uncategorized," But I think it's really an important issue. He raised the 30 years of experience, so let me just talk briefly about that. You know, back in the 1970s, I worked for the Children's Defense Fund. And I was taking on discrimination against African-American kids in schools. He was getting sued by the Justice Department for racial discrimination in his apartment buildings.
"
253,3,uncategorized,uncategorized,uncategorized,uncategorized,"In the 1980s, I was working to reform the schools in Arkansas. He was borrowing $14 million from his father to start his businesses. In the 1990s, I went to Beijing and I said women's rights are human rights. He insulted a former Miss Universe, Alicia Machado, called her an eating machine.
"
254,1,uncategorized,uncategorized,uncategorized,uncategorized," Give me a break.
"
255,3,uncategorized,uncategorized,uncategorized,uncategorized," And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ÒCelebrity Apprentice.Ó So I'm happy to compare my 30 years of experience, what I've done for this country, trying to help in every way I could, especially kids and families get ahead and stay ahead, with your 30 years, and I'll let the American people make that decision.
"
256,1,uncategorized,uncategorized,uncategorized,uncategorized," Well, I think I did a much better job. I built a massive company, a great company, some of the greatest assets anywhere in the world, worth many, many billions of dollars. I started with a $1 million loan. I agree with that. It's a $1 million loan. But I built a phenomenal company.
"
257,1,uncategorized,uncategorized,uncategorized,uncategorized,"And if we could run our country the way I've run my company, we would have a country that you would be so proud of. You would even be proud of it.
"
258,1,uncategorized,uncategorized,uncategorized,uncategorized,"And frankly, when you look at her real record, take a look at Syria. Take a look at the migration. Take a look at Libya. Take a look at Iraq. She gave us ISIS, because her and Obama created this huge vacuum, and a small group came out of that huge vacuum because when – we should never have been in Iraq, but once we were there, we should have never got out the way they wanted to get out. She gave us ISIS as sure as you are sitting there. And what happened is now ISIS is in 32 countries. And now I listen how she's going to get rid of ISIS. She's going to get rid of nobody.
"
259,2,uncategorized,uncategorized,uncategorized,uncategorized," All right. We are going to get to foreign hot spots in a few moments, but the next segment is fitness to be president of the United States. Mr. Trump, at the last debate, you said your talk about grabbing women was just that, talk, and that you'd never actually done it. And since then, as we all know, nine women have come forward and have said that you either groped them or kissed them without their consent.
"
260,2,uncategorized,uncategorized,uncategorized,uncategorized,"Why would so many different women from so many different circumstances over so many different years, why would they all in this last couple of weeks make up – you deny this – why would they all make up these stories?
"
261,2,uncategorized,uncategorized,uncategorized,uncategorized,"Since this is a question for both of you, Secretary Clinton, Mr. Trump says what your husband did and that you defended was even worse. Mr. Trump, you go first.
"
262,1,uncategorized,uncategorized,uncategorized,uncategorized," Well, first of all, those stories have been largely debunked. Those people – I don't know those people. I have a feeling how they came. I believe it was her campaign that did it.
"
263,1,uncategorized,uncategorized,uncategorized,uncategorized,"Just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence? She's the one and Obama that caused the violence. They hired people – they paid them $1,500, and they're on tape saying be violent, cause fights, do bad things.
"
264,1,uncategorized,uncategorized,uncategorized,uncategorized,"I would say the only way – because those stories are all totally false, I have to say that. And I didn't even apologize to my wife, who's sitting right here, because I didn't do anything. I didn't know any of these – I didn't see these women.
"
265,1,uncategorized,uncategorized,uncategorized,uncategorized,"These women – the woman on the plane, the – I think they want either fame or her campaign did it. And I think it's her campaign. Because what I saw what they did, which is a criminal act, by the way, where they're telling people to go out and start fist-fights and start violence.
"
266,1,uncategorized,uncategorized,uncategorized,uncategorized,"And I'll tell you what, in particular in Chicago, people were hurt and people could have been killed in that riot. And that was now all on tape, started by her. I believe, Chris, that she got these people to step forward. If it wasn't, they get their 10 minutes of fame. But they were all totally – it was all fiction. It was lies, and it was fiction.
"
267,3,uncategorized,uncategorized,uncategorized,uncategorized," Well...
"
268,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary Clinton?
"
269,3,uncategorized,uncategorized,uncategorized,uncategorized," At the last debate, we heard Donald talking about what he did to women. And after that, a number of women have come forward saying that's exactly what he did to them. Now, what was his response? Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.
"
270,1,uncategorized,uncategorized,uncategorized,uncategorized," I did not say that. I did not say that.
"
271,3,uncategorized,uncategorized,uncategorized,uncategorized," In fact, he went on to say... WALLACE"
272,1,uncategorized,uncategorized,uncategorized,uncategorized," I did not say that.
"
273,2,uncategorized,uncategorized,uncategorized,uncategorized," It's her two minutes.
"
274,3,uncategorized,uncategorized,uncategorized,uncategorized," He went on to say, ÒLook at her. I don't think so.Ó About another woman, he said, ÒThat wouldn't be my first choice.Ó He attacked the woman reporter writing the story, called her Òdisgusting,Ó as he has called a number of women during this campaign.
"
275,3,uncategorized,uncategorized,uncategorized,uncategorized,"Donald thinks belittling women makes him bigger. He goes after their dignity, their self-worth, and I don't think there is a woman anywhere who doesn't know what that feels like. So we now know what Donald thinks and what he says and how he acts toward women. That's who Donald is.
"
276,3,uncategorized,uncategorized,uncategorized,uncategorized,"I think it's really up to all of us to demonstrate who we are and who our country is, and to stand up and be very clear about what we expect from our next president, how we want to bring our country together, where we don't want to have the kind of pitting of people one against the other, where instead we celebrate our diversity, we lift people up, and we make our country even greater.
"
277,3,uncategorized,uncategorized,uncategorized,uncategorized,"America is great, because America is good. And it really is up to all of us to make that true, now and in the future, and particularly for our children and our grandchildren.
"
278,2,uncategorized,uncategorized,uncategorized,uncategorized," Mr. Trump...
"
279,1,uncategorized,uncategorized,uncategorized,uncategorized," Nobody has more respect for women than I do. Nobody.
"
280,1,uncategorized,uncategorized,uncategorized,uncategorized,"(LAUGHTER)
"
281,1,uncategorized,uncategorized,uncategorized,uncategorized,"Nobody has more respect...
"
282,2,uncategorized,uncategorized,uncategorized,uncategorized," Please, everybody.
"
283,1,uncategorized,uncategorized,uncategorized,uncategorized," And frankly, those stories have been largely debunked. And I really want to just talk about something slightly different.
"
284,1,uncategorized,uncategorized,uncategorized,uncategorized,"She mentions this, which is all fiction, all fictionalized, probably or possibly started by her and her very sleazy campaign. But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress.
"
285,1,uncategorized,uncategorized,uncategorized,uncategorized,"What happened to the FBI, I don't know. We have a great general, four-star general, today you read it in all of the papers, going to potentially serve five years in jail for lying to the FBI. One lie. She's lied hundreds of times to the people, to Congress, and to the FBI. He's going to probably go to jail. This is a four-star general. And she gets away with it, and she can run for the presidency of the United States? That's really what you should be talking about, not fiction, where somebody wants fame or where they come out of her crooked campaign.
"
286,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary Clinton?
"
287,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility. And it's not just about women. He never apologizes or says he's sorry for anything.
"
288,3,uncategorized,uncategorized,uncategorized,uncategorized,"So we know what he has said and what he's done to women. But he also went after a disabled reporter, mocked and mimicked him on national television.
"
289,1,uncategorized,uncategorized,uncategorized,uncategorized," Wrong.
"
290,3,uncategorized,uncategorized,uncategorized,uncategorized," He went after Mr. and Mrs. Khan, the parents of a young man who died serving our country, a Gold Star family, because of their religion. He went after John McCain, a prisoner of war, said he prefers Òpeople who aren't captured.Ó He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican.
"
291,3,uncategorized,uncategorized,uncategorized,uncategorized,"So it's not one thing. This is a pattern, a pattern of divisiveness, of a very dark and in many ways dangerous vision of our country, where he incites violence, where he applauds people who are pushing and pulling and punching at his rallies. That is not who America is.
"
292,3,uncategorized,uncategorized,uncategorized,uncategorized,"And I hope that as we move in the last weeks of this campaign, more and more people will understand what's at stake in this election. It really does come down to what kind of country we are going to have.
"
293,1,uncategorized,uncategorized,uncategorized,uncategorized," So sad when she talks about violence at my rallies, and she caused the violence. It's on tape.
"
294,2,uncategorized,uncategorized,uncategorized,uncategorized," During the last...
"
295,1,uncategorized,uncategorized,uncategorized,uncategorized," The other things are false, but honestly, I'd love to talk about getting rid of ISIS, and I'd love to talk about other things...
"
296,2,uncategorized,uncategorized,uncategorized,uncategorized," OK.
"
297,1,uncategorized,uncategorized,uncategorized,uncategorized," ... but those other charges, as she knows, are false.
"
298,2,uncategorized,uncategorized,uncategorized,uncategorized," In this bucket about fitness to be president, there's been a lot of developments over the last 10 days since the last debate. I'd like to ask you about them. These are questions that the American people have.
"
299,2,uncategorized,uncategorized,uncategorized,uncategorized,"Secretary Clinton, during your 2009 Senate confirmation hearing, you promised to avoid even the appearance of a conflict of interest with your dealing with the Clinton Foundation while you were secretary of state, but e-mails show that donors got special access to you. Those seeking grants for Haiti relief were considered separately from non-donors, and some of those donors got contracts, government contracts, taxpayer money.
"
300,2,uncategorized,uncategorized,uncategorized,uncategorized,"Can you really say that you kept your pledge to that Senate committee? And why isn't what happened and what went on between you and the Clinton Foundation, why isn't it what Mr. Trump calls pay to play?
"
301,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, everything I did as secretary of state was in furtherance of our country's interests and our values. The State Department has said that. I think that's been proven.
"
302,3,uncategorized,uncategorized,uncategorized,uncategorized,"But I am happy, in fact I'm thrilled to talk about the Clinton Foundation, because it is a world-renowned charity and I am so proud of the work that it does. You know, I could talk for the rest of the debate – I know I don't have the time to do that.
"
303,3,uncategorized,uncategorized,uncategorized,uncategorized,"But just briefly, the Clinton Foundation made it possible for 11 million people around the world with HIV-AIDS to afford treatment, and that's about half all the people in the world who are getting treatment. In partnership with the American Health Association...
"
304,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary Clinton...
"
305,3,uncategorized,uncategorized,uncategorized,uncategorized," ... we have made environments in schools healthier for kids, including healthier lunches...
"
306,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary Clinton, respectfully, this is – this is an open discussion.
"
307,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, it is an open discussion. And you...
"
308,2,uncategorized,uncategorized,uncategorized,uncategorized," And the specific question went to pay for play. Do you want to talk about that?
"
309,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, but there is no – but there is no evidence – but there is...
"
310,3,uncategorized,uncategorized,uncategorized,uncategorized,"(CROSSTALK)
"
311,1,uncategorized,uncategorized,uncategorized,uncategorized," I think that it's been very well...
"
312,2,uncategorized,uncategorized,uncategorized,uncategorized," Let's ask Mr. Trump.
"
313,3,uncategorized,uncategorized,uncategorized,uncategorized," There is a lot of evidence about the very good work...
"
314,1,uncategorized,uncategorized,uncategorized,uncategorized," It's been very well studied.
"
315,3,uncategorized,uncategorized,uncategorized,uncategorized," ... and the high rankings...
"
316,3,uncategorized,uncategorized,uncategorized,uncategorized,"(CROSSTALK)
"
317,2,uncategorized,uncategorized,uncategorized,uncategorized," Please let me Mr. Trump speak.
"
318,1,uncategorized,uncategorized,uncategorized,uncategorized," ... and it's a criminal enterprise, and so many people know it.
"
319,2,uncategorized,uncategorized,uncategorized,uncategorized," Please let Mr. Trump speak.
"
320,2,uncategorized,uncategorized,uncategorized,uncategorized,"(CROSSTALK)
"
321,1,uncategorized,uncategorized,uncategorized,uncategorized," It's a criminal enterprise. Saudi Arabia giving $25 million, Qatar, all of these countries. You talk about women and women's rights? So these are people that push gays off business – off buildings. These are people that kill women and treat women horribly. And yet you take their money.
"
322,1,uncategorized,uncategorized,uncategorized,uncategorized,"So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly? Why don't you give back the money? I think it would be a great gesture.
"
323,1,uncategorized,uncategorized,uncategorized,uncategorized,"Because she takes a tremendous amount of money. And you take a look at the people of Haiti. I was at a little Haiti the other day in Florida. And I want to tell you, they hate the Clintons, because what's happened in Haiti with the Clinton Foundation is a disgrace. And you know it, and they know it, and everybody knows it.
"
324,2,uncategorized,uncategorized,uncategorized,uncategorized," Secretary Clinton?
"
325,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, very quickly, we at the Clinton Foundation spend 90 percent – 90 percent of all the money that is donated on behalf of programs of people around the world and in our own country. I'm very proud of that. We have the highest rating from the watchdogs that follow foundations. And I'd be happy to compare what we do with the Trump Foundation, which took money from other people and bought a six- foot portrait of Donald. I mean, who does that? It just was astonishing.
"
