,speaker,topic,episode_id,episode_name,category,text
50,2,uncategorized,uncategorized,uncategorized,uncategorized, Secretary Clinton... CLINTON
51,2,uncategorized,uncategorized,uncategorized,uncategorized," I'm going to give you a chance to respond, but I want to ask you, Secretary Clinton, I want to explore how far you believe the right to abortion goes. You have been quoted as saying that the fetus has no constitutional rights. You also voted against a ban on late-term, partial-birth abortions. Why?
"
52,3,uncategorized,uncategorized,uncategorized,uncategorized," Because Roe v. Wade very clearly sets out that there can be regulations on abortion so long as the life and the health of the mother are taken into account. And when I voted as a senator, I did not think that that was the case.
"
53,3,uncategorized,uncategorized,uncategorized,uncategorized,"The kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make. I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy. I do not think the United States government should be stepping in and making those most personal of decisions. So you can regulate if you are doing so with the life and the health of the mother taken into account.
"
54,2,uncategorized,uncategorized,uncategorized,uncategorized," Mr. Trump, your reaction? And particularly on this issue of late-term, partial-birth abortions.
"
55,1,uncategorized,uncategorized,uncategorized,uncategorized," Well, I think it's terrible. If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby.
"
56,1,uncategorized,uncategorized,uncategorized,uncategorized,"Now, you can say that that's OK and Hillary can say that that's OK. But it's not OK with me, because based on what she's saying, and based on where she's going, and where she's been, you can take the baby and rip the baby out of the womb in the ninth month on the final day. And that's not acceptable.
"
57,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, that is not what happens in these cases. And using that kind of scare rhetoric is just terribly unfortunate. You should meet with some of the women that I have met with, women I have known over the course of my life. This is one of the worst possible choices that any woman and her family has to make. And I do not believe the government should be making it.
"
58,3,uncategorized,uncategorized,uncategorized,uncategorized,"You know, I've had the great honor of traveling across the world on behalf of our country. I've been to countries where governments either forced women to have abortions, like they used to do in China, or forced women to bear children, like they used to do in Romania. And I can tell you: The government has no business in the decisions that women make with their families in accordance with their faith, with medical advice. And I will stand up for that right.
"
59,2,uncategorized,uncategorized,uncategorized,uncategorized," All right. But just briefly, I want to move on to another segment...
"
60,1,uncategorized,uncategorized,uncategorized,uncategorized," And, honestly, nobody has business doing what I just said, doing that, as late as one or two or three or four days prior to birth. Nobody has that.
"
61,2,uncategorized,uncategorized,uncategorized,uncategorized," All right. Let's move on to the subject of immigration. And there is almost no issue that separates the two of you more than the issue of immigration. Actually, there are a lot of issues that separate the two of you.
"
62,2,uncategorized,uncategorized,uncategorized,uncategorized,"Mr. Trump, you want to build a wall. Secretary Clinton, you have offered no specific plan for how you want to secure our southern border. Mr. Trump, you are calling for major deportations. Secretary Clinton, you say that within your first 100 days as president you're going to offer a package that includes a pathway to citizenship. The question, really, is, why are you right and your opponent wrong?
"
63,2,uncategorized,uncategorized,uncategorized,uncategorized,"Mr. Trump, you go first in this segment. You have two minutes.
"
64,1,uncategorized,uncategorized,uncategorized,uncategorized," Well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting on line for many, many years. We need strong borders.
"
65,1,uncategorized,uncategorized,uncategorized,uncategorized,"In the audience tonight, we have four mothers of – I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally. You have thousands of mothers and fathers and relatives all over the country. They're coming in illegally. Drugs are pouring in through the border. We have no country if we have no border.
"
66,1,uncategorized,uncategorized,uncategorized,uncategorized,"Hillary wants to give amnesty. She wants to have open borders. The border – as you know, the Border Patrol agents, 16,500-plus ICE last week, endorsed me. First time they've ever endorsed a candidate. It means their job is tougher. But they know what's going on. They know it better than anybody. They want strong borders. They feel we have to have strong borders.
"
67,1,uncategorized,uncategorized,uncategorized,uncategorized,"I was up in New Hampshire the other day. The biggest complaint they have – it's with all of the problems going on in the world, many of the problems caused by Hillary Clinton and by Barack Obama. All of the problems – the single biggest problem is heroin that pours across our southern border. It's just pouring and destroying their youth. It's poisoning the blood of their youth and plenty of other people. We have to have strong borders. We have to keep the drugs out of our country. We are – right now, we're getting the drugs, they're getting the cash. We need strong borders. We need absolute – we cannot give amnesty.
"
68,1,uncategorized,uncategorized,uncategorized,uncategorized,"Now, I want to build the wall. We need the wall. And the Border Patrol, ICE, they all want the wall. We stop the drugs. We shore up the border. One of my first acts will be to get all of the drug lords, all of the bad ones – we have some bad, bad people in this country that have to go out. We're going to get them out; we're going to secure the border. And once the border is secured, at a later date, we'll make a determination as to the rest. But we have some bad hombres here, and we're going to get them out.
"
69,2,uncategorized,uncategorized,uncategorized,uncategorized," Mr. Trump, thank you. Same question to you, Secretary Clinton. Basically, why are you right and Mr. Trump is wrong?
"
70,3,uncategorized,uncategorized,uncategorized,uncategorized," Well, as he was talking, I was thinking about a young girl I met here in Las Vegas, Carla, who is very worried that her parents might be deported, because she was born in this country but they were not. They work hard, they do everything they can to give her a good life.
"
71,3,uncategorized,uncategorized,uncategorized,uncategorized,"And you're right. I don't want to rip families apart. I don't want to be sending parents away from children. I don't want to see the deportation force that Donald has talked about in action in our country.
"
72,3,uncategorized,uncategorized,uncategorized,uncategorized,"We have 11 million undocumented people. They have 4 million American citizen children, 15 million people. He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation. Now, here's what that means. It means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented. And we would then have to put them on trains, on buses to get them out of our country.
"
