index,speaker,speaker_name,topic,text
621,trump,TRUMP,"cities, racism, justice","And we need law and order in the inner cities, because the people that are most affected by what's happening are African-American and Hispanic people."
622,trump,TRUMP,misc,And it's very unfair to them what our politicians are allowing to happen.
623,moderator,MODERATOR,h-clinton, Secretary Clinton?
624,clinton,CLINTON,racism," Well, I've heard I've heard Donald say this at his rallies, and it's really unfortunate that he paints such a dire negative picture of black communities in our country."
625,clinton,CLINTON,misc," You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids."
626,clinton,CLINTON,misc,There's a lot that we should be proud of and we should be supporting and lifting up.
627,clinton,CLINTON,safety,But we do always have to make sure we keep people safe.
628,clinton,CLINTON,safety,"There are the right ways of doing it, and then there are ways that are ineffective."
629,clinton,CLINTON,"safety, racism","Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective."
630,clinton,CLINTON,misc,It did not do what it needed to do.
631,clinton,CLINTON,police,"Now, I believe in community policing."
632,clinton,CLINTON,crime,"And, in fact, violent crime is one-half of what it was in 1991."
633,clinton,CLINTON,crime,Property crime is down 40 percent.
634,clinton,CLINTON,crime,We just don't want to see it creep back up.
635,clinton,CLINTON,misc,We've had 25 years of very good cooperation.
636,clinton,CLINTON,misc,"But there were some problems, some unintended consequences."
637,clinton,CLINTON,"racism, crime",Too many young African-American and Latino men ended up in jail for nonviolent offenses.
638,clinton,CLINTON,"racism, justice","And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated."
639,clinton,CLINTON,"racism, crime, justice",So we've got to address the systemic racism in our criminal justice system.
640,clinton,CLINTON,justice,We cannot just say law and order.
641,clinton,CLINTON,"crime, justice","We have to say we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little."
642,clinton,CLINTON,justice,We need to have more second chance programs.
643,clinton,CLINTON,crime,I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system.
644,clinton,CLINTON,crime,You shouldn't have a profit motivation to fill prison cells with young Americans.
645,clinton,CLINTON,misc,So there are some positive ways we can work on this.
646,clinton,CLINTON,safety,And I believe strongly that commonsense gun safety measures would assist us.
647,clinton,CLINTON,"trump, safety","Right now and this is something Donald has supported, along with the gun lobby right now, we've got too many military- style weapons on the streets."
648,clinton,CLINTON,police,"In a lot of places, our police are outgunned."
649,clinton,CLINTON,safety,"We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm."
650,clinton,CLINTON,terrorism,And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country.
651,clinton,CLINTON,safety,"If you're too dangerous to fly, you are too dangerous to buy a gun."
652,clinton,CLINTON,safety,"So there are things we can do, and we ought to do it in a bipartisan way."
653,moderator,MODERATOR,police," Secretary Clinton, last week, you said we've got to do everything possible to improve policing, to go right at implicit bias."
654,moderator,MODERATOR,"police, racism",Do you believe that police are implicitly biased against black people?
655,clinton,CLINTON,"racism, police"," Lester, I think implicit bias is a problem for everyone, not just police."
656,clinton,CLINTON,racism,"I think, unfortunately, too many of us in our great country jump to conclusions about each other."
657,clinton,CLINTON,racism,"And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way?"
658,clinton,CLINTON,"police, racism","But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers."
659,clinton,CLINTON,police,"I've met with a group of very distinguished, experienced police chiefs a few weeks ago."
660,clinton,CLINTON,racism,They admit it's an issue.
661,clinton,CLINTON,misc,They've got a lot of concerns.
662,clinton,CLINTON,police,"Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street."
663,clinton,CLINTON,police," They want support, they want more training, they want more assistance."
664,clinton,CLINTON,misc,And I think the federal government could be in a position where we would offer and provide that.
665,moderator,MODERATOR,trump, Mr. Trump...
666,trump,TRUMP,misc, I'd like to respond to that.
667,trump,TRUMP,safety," First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists."
668,trump,TRUMP,misc,I agree with you.
669,trump,TRUMP,safety,"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of."
670,trump,TRUMP,misc,"These are very, very good people, and they're protecting the Second Amendment."
671,trump,TRUMP,safety,But I think we have to look very strongly at no-fly lists and watch lists.
672,trump,TRUMP,misc,"And when people are on there, even if they shouldn't be on there, we 'll help them, we 'll help them legally, we 'll help them get off."
673,trump,TRUMP,misc,But I tend to agree with that quite strongly.
674,trump,TRUMP,racism,I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth.
675,trump,TRUMP,misc,"And that's a term that I think was a it's it's been horribly met, as you know."
676,trump,TRUMP,misc,I think you've apologized for it.
677,trump,TRUMP,misc,But I think it was a terrible thing to say.
678,trump,TRUMP,safety,"And when it comes to stop-and-frisk, you know, you're talking about takes guns away."
679,trump,TRUMP,safety,"Well, I'm talking about taking guns away from gangs and people that use them."
680,trump,TRUMP,misc,"And I don't think I really don't think you disagree with me on this, if you want to know the truth."
681,trump,TRUMP,"safety, crime","I think maybe there's a political reason why you can't say it, but I really don't believe in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders."
682,trump,TRUMP,crime,Five hundred murders is a lot of murders.
683,trump,TRUMP,misc,"It's hard to believe, 500 is like supposed to be good?"
684,trump,TRUMP,misc,"But we went from 2,200 to 500."
685,trump,TRUMP,safety,And it was continued on by Mayor Bloomberg.
686,trump,TRUMP,safety,And it was terminated by current mayor.
687,trump,TRUMP,"safety, crime",But stop-and- frisk had a tremendous impact on the safety of New York City.
688,trump,TRUMP,misc,Tremendous beyond belief.
689,trump,TRUMP,"safety, crime","So when you say it has no impact, it really did."
690,trump,TRUMP,misc,"It had a very, very big impact."
691,clinton,CLINTON,crime," Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders."
692,trump,TRUMP,misc," No, you're wrong."
693,trump,TRUMP,misc,You're wrong.
694,clinton,CLINTON,misc," No, I'm not."
695,trump,TRUMP,misc, Murders are up.
696,trump,TRUMP,misc,You check it.
697,clinton,CLINTON,misc, New York New York has done an excellent job.
698,clinton,CLINTON,police,"And I give credit I give credit across the board going back two mayors, two police chiefs, because it has worked."
699,clinton,CLINTON,cities,"And other communities need to come together to do what will work, as well."
700,clinton,CLINTON,justice,"Look, one murder is too many, but it is important that we learn about what has been effective."
701,clinton,CLINTON,justice,And not go to things that sound good that really did not have the kind of impact that we would want.
702,clinton,CLINTON,"cities, safety",Who disagrees with keeping neighborhoods safe?
703,clinton,CLINTON,cities,"But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods."
704,clinton,CLINTON,"cities, police","And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem."
705,moderator,MODERATOR,racism, This conversation is about race.
706,moderator,MODERATOR,trump,"And so, Mr. Trump, I have to ask you for five..."
707,trump,TRUMP,misc," I'd like to just respond, if I might."
708,moderator,MODERATOR,misc,Please 20 seconds.
709,trump,TRUMP,misc, I'd just like to respond.
710,moderator,MODERATOR,misc," Please respond, then I've got a quick follow-up for you."
711,trump,TRUMP,racism,"Look, the African-American community has been let down by our politicians."
712,trump,TRUMP,"election, racism","They talk good around election time, like right now, and after the election, they said, see ya later, I'll see you in four years."
713,trump,TRUMP,"racism, cities","The African-American community because look, the community within the inner cities has been so badly treated."
714,trump,TRUMP,racism,"They've been abused and used in order to get votes by Democrat politicians, because that's what it is."
715,trump,TRUMP,racism,They've controlled these communities for up to 100 years.
716,moderator,MODERATOR,trump," Mr. Trump, let me..."
717,moderator,MODERATOR,misc,"(CROSSTALK)  CLINTON: Well, I I do think..."
718,trump,TRUMP,cities," And I will tell you, you look at the inner cities and I just left Detroit, and I just left Philadelphia, and I just you know, you've seen me, I've been all over the place."
719,trump,TRUMP,misc,"You decided to stay home, and that's OK."
720,trump,TRUMP,misc,"But I will tell you, I've been all over."
721,trump,TRUMP,cities,And I've met some of the greatest people I 'll ever meet within these communities.
722,trump,TRUMP,justice,"And they are very, very upset with what their politicians have told them and what their politicians have done."
723,moderator,MODERATOR,misc," Mr. Trump, I..."
724,clinton,CLINTON,trump, I think I think I think Donald just criticized me for preparing for this debate.
725,clinton,CLINTON,misc,"And yes I did, and you know what else I prepared for?"
726,clinton,CLINTON,misc,I prepared to be president.
727,clinton,CLINTON,misc,And I think that's a good thing.
728,moderator,MODERATOR,"question, obama","(APPLAUSE)  HOLT: Mr. Trump, for five years, you perpetuated a false claim that the nation's first black president was not a natural-born citizen."
729,moderator,MODERATOR,"question, obama",You questioned his legitimacy.
730,moderator,MODERATOR,"question, obama","In the last couple of weeks, you acknowledged what most Americans have accepted for years: The president was born in the United States."
731,clinton,CLINTON,"question, obama",Can you tell us what took you so long?
732,trump,TRUMP,misc," I'll tell you very well, just very simple to say."
733,trump,TRUMP,h-clinton,Sidney Blumenthal works for the campaign and close very close friend of Secretary Clinton.
734,trump,TRUMP,obama,"And her campaign manager, Patti Doyle, went to during the campaign, her campaign against President Obama, fought very hard."
735,trump,TRUMP,misc,"And you can go look it up, and you can check it out."
736,trump,TRUMP,obama," And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened."
737,trump,TRUMP,obama,"Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it."
738,trump,TRUMP,misc,They were pressing it very hard.
739,trump,TRUMP,misc,She failed to get the birth certificate.
740,trump,TRUMP,misc,"When I got involved, I didn't fail."
741,trump,TRUMP,misc,I got him to give the birth certificate.
742,trump,TRUMP,misc,So I'm satisfied with it.
743,trump,TRUMP,misc,And I'll tell you why I'm satisfied with it.
744,trump,TRUMP,"isis, jobs, america","(CROSSTALK)  TRUMP: Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country."
745,moderator,MODERATOR,misc, I will let you respond.
746,moderator,MODERATOR,misc,It's important.
747,moderator,MODERATOR,misc,But I just want to get the answer here.
748,moderator,MODERATOR,misc,The birth certificate was produced in 2011.
749,moderator,MODERATOR,"question, obama","You've continued to tell the story and question the president's legitimacy in 2012, O 13, O 14, O 15..."
750,moderator,MODERATOR,"question, obama", .... as recently as January.
751,moderator,MODERATOR,"question, obama","So the question is, what changed your mind?"
752,trump,TRUMP,misc," Well, nobody was pressing it, nobody was caring much about it."
753,trump,TRUMP,misc,"I figured you'd ask the question tonight, of course."
754,trump,TRUMP,misc,But nobody was caring much about it.
755,trump,TRUMP,obama,But I was the one that got him to produce the birth certificate.
756,trump,TRUMP,misc,And I think I did a good job.
757,trump,TRUMP,h-clinton,Secretary Clinton also fought it.
758,trump,TRUMP,misc,"I mean, you know now, everybody in mainstream is going to say, oh, that's not true."
759,trump,TRUMP,misc,"Look, it's true."
760,trump,TRUMP,h-clinton,"Sidney Blumenthal sent a reporter you just have to take a look at CNN, the last week, the interview with your former campaign manager."
761,trump,TRUMP,misc,And she was involved.
762,trump,TRUMP,jobs,"But just like she can't bring back jobs, she can't produce."
763,moderator,MODERATOR,misc, I'm sorry.
764,moderator,MODERATOR,"question, racism","I'm just going to follow up and I will let you respond to that, because there's a lot there."
765,moderator,MODERATOR,"question, racism",But we're talking about racial healing in this segment.
766,moderator,MODERATOR,"question, racism","What do you say to Americans, people of color who..."
767,trump,TRUMP,racism,"(CROSSTALK)  TRUMP: Well, it was very I say nothing."
768,trump,TRUMP,"obama, racism","I say nothing, because I was able to get him to produce it."
769,trump,TRUMP,obama,He should have produced it a long time before.
770,trump,TRUMP,racism,"When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community."
771,moderator,MODERATOR,racism,And I feel that they really wanted me to come to that conclusion.
772,moderator,MODERATOR,"racism america, obama","And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate."
773,moderator,MODERATOR,h-clinton, Secretary Clinton?
774,clinton,CLINTON,misc," Well, just listen to what you heard."
775,clinton,CLINTON,"trump, racism","(LAUGHTER)  And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed."
776,clinton,CLINTON,racism,But it can't be dismissed that easily.
777,clinton,CLINTON,"trump, obama, racism",He has really started his political activity based on this racist lie that our first black president was not an American citizen.
778,clinton,CLINTON,"trump, obama","There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it."
779,clinton,CLINTON,"trump, racism","But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy."
780,clinton,CLINTON,"trump, racism",He actually was sued twice by the Justice Department.
781,clinton,CLINTON,"trump, racism",So he has a long record of engaging in racist behavior.
782,clinton,CLINTON,"trump, racism",And the birther lie was a very hurtful one.
783,clinton,CLINTON,obama,"You know, Barack Obama is a man of great dignity."
784,clinton,CLINTON,obama,"But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high."
785,clinton,CLINTON,"obama, trump","And Barack Obama went high, despite Donald Trump's best efforts to bring him down."
786,moderator,MODERATOR,misc," Mr. Trump, you can respond and we're going to move on to the next segment."
787,trump,TRUMP,misc, I would love to respond.
788,trump,TRUMP,obama,"First of all, I got to watch in preparing for this some of your debates against Barack Obama."
789,trump,TRUMP,"h-clinton, obama",You treated him with terrible disrespect.
790,trump,TRUMP,h-clinton,And I watched the way you talk now about how lovely everything is and how wonderful you are.
791,trump,TRUMP,misc,It doesn't work that way.
792,trump,TRUMP,"h-clinton, obama","You were after him, you were trying to you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures."
793,trump,TRUMP,misc,I don't think you can deny that.
794,trump,TRUMP,misc,"But just last week, your campaign manager said it was true."
795,trump,TRUMP,misc,"So when you tried to act holier than thou, it really doesn't work."
796,trump,TRUMP,misc,It really doesn't.
797,trump,TRUMP,racism,"Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country it was a federal lawsuit were sued."
798,trump,TRUMP,racism,We settled the suit with zero with no admission of guilt.
799,trump,TRUMP,misc,It was very easy to do.
800,trump,TRUMP,misc, I notice you bring that up a lot.
801,trump,TRUMP,misc,"And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you."
802,trump,TRUMP,misc,Maybe I'm trying to save the money.
803,trump,TRUMP,misc,"But, frankly, I look I look at that, and I say, isn't that amazing?"
804,trump,TRUMP,misc,"Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things."
805,trump,TRUMP,misc,I'll go one step further.
806,trump,TRUMP,misc,"In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it."
807,trump,TRUMP,racism,"No discrimination against African- Americans, against Muslims, against anybody."
808,trump,TRUMP,misc,And it's a tremendously successful club.
809,trump,TRUMP,misc,And I'm so glad I did it.
810,trump,TRUMP,misc,And I have been given great credit for what I did.
811,trump,TRUMP,misc,"And I'm very, very proud of it."
812,trump,TRUMP,misc,And that's the way I feel.
813,trump,TRUMP,misc,That is the true way I feel.
814,moderator,MODERATOR,"question, crime, safety", Our next segment is called Securing America.
815,moderator,MODERATOR,"question, crime, safety",We want to start with a 21st century war happening every day in this country.
816,moderator,MODERATOR,"question, crime, safety","Our institutions are under cyber attack, and our secrets are being stolen."
817,moderator,MODERATOR,"question, crime, safety","So my question is, who's behind it?"
818,moderator,MODERATOR,"question, crime, safety",And how do we fight it?
819,moderator,MODERATOR,h-clinton,"Secretary Clinton, this answer goes to you."
820,clinton,CLINTON,safety," Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we're facing at this point two different kinds of adversaries."
821,clinton,CLINTON,crime,There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money.
822,clinton,CLINTON,crime,"But increasingly, we are seeing cyber attacks coming from states, organs of states."
823,clinton,CLINTON,"crime, russia",The most recent and troubling of these has been Russia.
824,clinton,CLINTON,"russia, crime","There's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this."
825,clinton,CLINTON,putin,"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really..."
826,clinton,CLINTON,putin,"(CROSSTALK)  CLINTON: ... tough, long game here."
827,clinton,CLINTON,"crime, putin, election","And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee."
828,clinton,CLINTON,crime,"And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information."
829,clinton,CLINTON,"russia, china, iran, america","We need to make it very clear whether it's Russia, China, Iran or anybody else."
830,clinton,CLINTON,"crime, justice","The United States has much greater capacity and we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information."
831,clinton,CLINTON,justice,And we're going to have to make it clear that we don't want to use the kinds of tools that we have.
832,clinton,CLINTON,crine,We don't want to engage in a different kind of warfare.
833,clinton,CLINTON,america,But we will defend the citizens of this country.
834,clinton,CLINTON,russia,And the Russians need to understand that.
835,clinton,CLINTON,"russia, crime","I think they've been treating it as almost a probing, how far would we go, how much would we do."
836,clinton,CLINTON,"trump, putin, america",And that's why I was so I was so shocked when Donald publicly invited Putin to hack into Americans.
837,clinton,CLINTON,safety,It's one of the reasons why 50 national security officials who served in Republican information in administrations...
838,moderator,MODERATOR,misc, Your two minutes have expired.
839,clinton,CLINTON,trump, ... have said that Donald is unfit to be the commander- in-chief.
840,clinton,CLINTON,misc,It's comments like that that really worry people who understand the threats that we face.
841,moderator,MODERATOR,"trump, question"," Mr. Trump, you have two minutes and the same question."
842,moderator,MODERATOR,"question, crime, safety",Who's behind it?
843,moderator,MODERATOR,"question, crime, safety",And how do we fight it?
844,trump,TRUMP,america,"I do want to say that I was just endorsed and more are coming next week it will be over 200 admirals, many of them here admirals and generals endorsed me to lead this country."
845,trump,TRUMP,misc,"That just happened, and many more are coming."
846,trump,TRUMP,misc,And I'm very proud of it.
847,trump,TRUMP,immigration,"In addition, I was just endorsed by ICE."
848,trump,TRUMP,immigration,They've never endorsed anybody before on immigration.
849,trump,TRUMP,immigration,I was just endorsed by ICE.
850,trump,TRUMP,border,"I was just recently endorsed 16,500 Border Patrol agents."
851,trump,TRUMP,"h-clinton, crime","So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge."
852,trump,TRUMP,misc,Because look at the mess that we're in.
853,trump,TRUMP,misc,Look at the mess that we're in.
854,trump,TRUMP,"h-clinton, crime","As far as the cyber, I agree to parts of what Secretary Clinton said."
855,trump,TRUMP,safety,"We should be better than anybody else, and perhaps we're not."
856,trump,TRUMP,russia,I don't think anybody knows it was Russia that broke into the DNC.
857,trump,TRUMP,russia,"She's saying Russia, Russia, Russia, but I don't maybe it was."
858,trump,TRUMP,"russia, china","I mean, it could be Russia, but it could also be China."
859,trump,TRUMP,misc,It could also be lots of other people.
860,trump,TRUMP,misc,"It also could be somebody sitting on their bed that weighs 400 pounds, OK?"
861,trump,TRUMP,misc, You don't know who broke in to DNC.
862,trump,TRUMP,misc,But what did we learn with DNC?
863,trump,TRUMP,sanders,"We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz."
864,trump,TRUMP,misc,Look what happened to her.
865,trump,TRUMP,sanders,But Bernie Sanders was taken advantage of.
866,trump,TRUMP,misc,That's what we learned.
867,trump,TRUMP,"russia, china, obama, safety","Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over."
868,trump,TRUMP,"h-clinton, isis","We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they're beating us at our own game."
869,trump,TRUMP,crime,"So we have to get very, very tough on cyber and cyber warfare."
870,trump,TRUMP,misc,It is it is a huge problem.
871,trump,TRUMP,misc,"I have a son, he’s 10 years old."
872,trump,TRUMP,misc,He has computers.
873,trump,TRUMP,misc,"He is so good with these computers, it's unbelievable."
874,trump,TRUMP,safety,"The security aspect of cyber is very, very tough."
875,trump,TRUMP,safety,And maybe it's hardly doable.
876,trump,TRUMP,safety,"But I will say, we are not doing the job we should be doing."
877,trump,TRUMP,america,But that's true throughout our whole governmental society.
878,trump,TRUMP,crime,"We have so many things that we have to do better, Lester, and certainly cyber is one of them."
879,moderator,MODERATOR,h-clinton, Secretary Clinton?
880,clinton,CLINTON,misc," Well, I think there are a number of issues that we should be addressing."
881,clinton,CLINTON,isis,I have put forth a plan to defeat ISIS.
882,clinton,CLINTON,isis,It does involve going after them online.
883,clinton,CLINTON,"isis, military","I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere."
884,clinton,CLINTON,"military, isis","But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate."
885,clinton,CLINTON,misc,We're making progress.
886,clinton,CLINTON,"military, iraq",Our military is assisting in Iraq.
887,clinton,CLINTON,"isis, iraq, syria","And we're hoping that within the year we 'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria."
888,clinton,CLINTON,isis,"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority."
889,clinton,CLINTON,isis,And I would also do everything possible to take out their leadership.
890,clinton,CLINTON,isis,"I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden."
891,clinton,CLINTON,isis,"And I think we need to go after Baghdadi, as well, make that one of our organizing principles."
892,clinton,CLINTON,isis,"Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online."
893,moderator,MODERATOR,safety," You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando."
894,moderator,MODERATOR,"question, terrorism",I'll ask this to both of you.
895,moderator,MODERATOR,"question, terrorism","Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?"
896,trump,TRUMP,misc," Well, first I have to say one thing, very important."
897,trump,TRUMP,"h-clinton, isis",Secretary Clinton is talking about taking out ISIS.
898,trump,TRUMP,"isis, obama, h-clinton, iraq","We will take out ISIS. Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out what, they shouldn't have been in, but once they got in, the way they got out was a disaster."
899,trump,TRUMP,isis,And ISIS was formed.
900,trump,TRUMP,"h-clinton, isis",So she talks about taking them out.
901,trump,TRUMP,h-clinton,She's been doing it a long time.
902,trump,TRUMP,h-clinton,She's been trying to take them out for a long time.
903,trump,TRUMP,"military, isis","But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that."
904,trump,TRUMP,misc,And then you wouldn't have had them.
905,trump,TRUMP,"isis, trade","Or, as I've been saying for a long time, and I think you 'll agree, because I said it to you once, had we taken the oil and we should have taken the oil ISIS would not have been able to form either, because the oil was their primary source of income."
906,trump,TRUMP,"libya, trade","And now they have the oil all over the place, including the oil a lot of the oil in Libya, which was another one of her disasters."
907,moderator,MODERATOR,h-clinton, Secretary Clinton?
908,clinton,CLINTON,misc," Well, I hope the fact-checkers are turning up the volume and really working hard."
909,clinton,CLINTON,"trump, iraq",Donald supported the invasion of Iraq.
910,clinton,CLINTON,misc, That is absolutely proved over and over again.
911,clinton,CLINTON,"h-clinton, libya"," He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time."
912,clinton,CLINTON,"bush, obama, military"," But the larger point and he says this constantly is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama."
913,clinton,CLINTON,"iraq, military","And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that."
914,clinton,CLINTON,question,"But let's talk about the question you asked, Lester."
915,clinton,CLINTON,america,"The question you asked is, what do we do here in the United States?"
916,clinton,CLINTON,misc,That's the most important part of this.
917,clinton,CLINTON,terrorism,How do we prevent attacks?
918,clinton,CLINTON,"terrorism, safety",How do we protect our people?
919,clinton,CLINTON,misc,"And I think we've got to have an intelligence surge, where we are looking for every scrap of information."
920,clinton,CLINTON,police,"I was so proud of law enforcement in New York, in Minnesota, in New Jersey."
921,clinton,CLINTON,"police, safety","You know, they responded so quickly, so professionally to the attacks that occurred by Rahami."
922,clinton,CLINTON,"police, justice",And they brought him down.
923,clinton,CLINTON,misc,"And we may find out more information because he is still alive, which may prove to be an intelligence benefit."
924,clinton,CLINTON,misc,"So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East."
925,clinton,CLINTON,trump,"That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of."
926,clinton,CLINTON,"military, terrorism","We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism."
927,clinton,CLINTON,religion,"We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations."
928,clinton,CLINTON,"trump, racism","Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community."
929,clinton,CLINTON,misc,They're on the front lines.
930,clinton,CLINTON,misc,They can provide information to us that we might not get anywhere else.
931,clinton,CLINTON,"trump, justice","They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to."
932,moderator,MODERATOR,trump, Mr. Trump...
933,trump,TRUMP,misc," Well, I have to respond."
934,moderator,MODERATOR,misc, Please respond.
935,trump,TRUMP,h-clinton," The secretary said very strongly about working with we've been working with them for many years, and we have the greatest mess anyone's ever seen."
936,trump,TRUMP,misc,"You look at the Middle East, it's a total mess."
937,trump,TRUMP,misc,"Under your direction, to a large extent."
938,trump,TRUMP,iran,"But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly."
939,trump,TRUMP,"trade, economy",They were choking on the sanctions.
940,trump,TRUMP,iran,"And now they're going to be actually probably a major power at some point pretty soon, the way they're going."
941,trump,TRUMP,misc,"But when you look at NATO, I was asked on a major show, what do you think of NATO?"
942,trump,TRUMP,economy,"And you have to understand, I'm a businessperson."
943,trump,TRUMP,misc,But I have common sense.
944,trump,TRUMP,misc,"And I said, well, I 'll tell you."
945,trump,TRUMP,misc,I haven't given lots of thought to NATO.
946,trump,TRUMP,misc,But two things.
947,trump,TRUMP,misc,"Number one, the 28 countries of NATO, many of them aren't paying their fair share."
948,trump,TRUMP,"trade, military","Number two and that bothers me, because we should be asking we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract."
949,trump,TRUMP,terrorism,"And, number two, I said, and very strongly, NATO could be obsolete, because and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest but I said, they do not focus on terror."
950,trump,TRUMP,misc,And I was very strong.
951,trump,TRUMP,misc,And I said it numerous times.
952,trump,TRUMP,terrorism,"And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division."
953,trump,TRUMP,misc,And I think that's great.
954,trump,TRUMP,misc,And I think we should get because we pay approximately 73 percent of the cost of NATO.
955,trump,TRUMP,"military, terrorism",It's a lot of money to protect other people.
956,trump,TRUMP,misc,But I'm all for NATO.
957,trump,TRUMP,terrorism,"But I said they have to focus on terror, also."
958,trump,TRUMP,misc,And they're going to do that.
959,trump,TRUMP,misc,And that was believe me I'm sure I'm not going to get credit for it but that was largely because of what I was saying and my criticism of NATO.
