index,speaker,speaker_name,topic,text
261,trump,TRUMP,taxes,"And by the way, my tax cut is the biggest since Ronald Reagan."
262,trump,TRUMP,misc,I'm very proud of it.
263,trump,TRUMP,jobs,It will create tremendous numbers of new jobs.
264,trump,TRUMP,economy,"But regulations, you are going to regulate these businesses out of existence."
265,trump,TRUMP,misc,"When I go around Lester, I tell you this, I've been all over."
266,trump,TRUMP,"taxes, economy","And when I go around, despite the tax cut, the thing the things that business as in people like the most is the fact that I'm cutting regulation."
267,trump,TRUMP,economy,"You have regulations on top of regulations, and new companies cannot form and old companies are going out of business."
268,trump,TRUMP,economy,And you want to increase the regulations and make them even worse.
269,trump,TRUMP,economy,I'm going to cut regulations.
270,trump,TRUMP,taxes,"I'm going to cut taxes big league, and you're going to raise taxes big league, end of story."
271,moderator,MODERATOR,misc," Let me get you to pause right there, because we're going to move into we're going to move into the next segment."
272,moderator,MODERATOR,"question, taxes",We're going to talk taxes...
273,clinton,CLINTON,misc, That can't that can't be left to stand.
274,moderator,MODERATOR,misc,Please just take 30 seconds and then we're going to go on.
275,clinton,CLINTON,misc," I kind of assumed that there would be a lot of these charges and claims, and so..."
276,clinton,CLINTON,misc," So we have taken the home page of my website, HillaryClinton.com, and we’ve turned it into a fact-checker."
277,clinton,CLINTON,misc,"So if you want to see in real-time what the facts are, please go and take a look."
278,clinton,CLINTON,misc,Because what I have proposed...
279,trump,TRUMP,misc," And take a look at mine, also, and you’ll see."
280,clinton,CLINTON,deficit,"... would not add a penny to the debt, and your plans would add $5 trillion to the debt."
281,clinton,CLINTON,economy,What I have proposed would cut regulations and streamline them for small businesses.
282,clinton,CLINTON,taxes,"What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy."
283,clinton,CLINTON,economy,And I think it’s time that the wealthy and corporations paid their fair share to support this country.
284,moderator,MODERATOR,misc,Well you just opened the next segment
285,trump,TRUMP,misc,(CROSSTALK)  HOLT: I’m going to give you a chance right here...
286,trump,TRUMP,h-clinton," I think I should you go to her website, and you take a look at her website."
287,moderator,MODERATOR,misc,... with a new 15-minute segment...
288,trump,TRUMP,taxes,She’s going to raise taxes $1.3 trillion.
289,moderator,MODERATOR,trump," Mr. Trump, I’m going to..."
290,trump,TRUMP,misc, And look at her website.
291,trump,TRUMP,misc,It’s no difference than this.
292,trump,TRUMP,isis,She’s telling us how to fight ISIS.
293,trump,TRUMP,misc,Just go to her website.
294,trump,TRUMP,isis,She tells you how to fight ISIS on her website.
295,trump,TRUMP,misc,I don’t think General Douglas MacArthur would like that too much.
296,moderator,MODERATOR,misc," The next segment, we’re continuing..."
297,clinton,CLINTON,isis," Well, at least I have a plan to fight ISIS."
298,moderator,MODERATOR,misc, ... achieving prosperity...
299,trump,TRUMP,military," No, no, you’re telling the enemy everything you want to do."
300,clinton,CLINTON,misc," No, we’re not."
301,clinton,CLINTON,misc,"No, we’re not."
302,trump,TRUMP,military," See, you’re telling the enemy everything you want to do."
303,trump,TRUMP,isis,"No wonder you’ve been fighting, no wonder you’ve been fighting ISIS your entire adult life."
304,clinton,CLINTON,misc," That’s a, that’s go to the please, fact checkers, get to work."
305,moderator,MODERATOR,misc," OK, you are unpacking a lot here."
306,moderator,MODERATOR,"question, economy",And we’re still on the issue of achieving prosperity.
307,moderator,MODERATOR,"question, taxes",And I want to talk about taxes.
308,moderator,MODERATOR,"question, taxes",The fundamental difference between the two of you concerns the wealthy.
309,moderator,MODERATOR,"question, taxes, h-clinton","Secretary Clinton, you’re calling for a tax increase on the wealthiest Americans."
310,moderator,MODERATOR,misc,I’d like you to further defend that.
311,moderator,MODERATOR,"question, taxes, trump","And, Mr. Trump, you’re calling for tax cuts for the wealthy."
312,moderator,MODERATOR,misc,I’d like you to defend that.
313,moderator,MODERATOR,trump,"And this next two-minute answer goes to you, Mr. Trump."
314,trump,TRUMP,jobs," Well, I'm really calling for major jobs, because the wealthy are going create tremendous jobs."
315,trump,TRUMP,economy,They're going to expand their companies.
316,trump,TRUMP,jobs,They're going to do a tremendous job.
317,trump,TRUMP,economy,I'm getting rid of the carried interest provision.
318,trump,TRUMP,taxes,"And if you really look, it's not a tax it's really not a great thing for the wealthy."
319,trump,TRUMP,middle,It's a great thing for the middle class.
320,trump,TRUMP,economy,It's a great thing for companies to expand.
321,trump,TRUMP,"economy, taxes","And when these people are going to put billions and billions of dollars into companies, and when they're going to bring $2.5 trillion back from overseas, where they can't bring the money back, because politicians like Secretary Clinton won't allow them to bring the money back, because the taxes are so onerous, and the bureaucratic red tape, so what is so bad."
322,trump,TRUMP,taxes,"So what they're doing is they're leaving our country, and they're, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country."
323,trump,TRUMP,"taxes, economy","And instead of bringing it back and putting the money to work, because they can't work out a deal to, and everybody agrees it should be brought back."
324,trump,TRUMP,economy,"Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together."
325,trump,TRUMP,obama,"Because we have, we have a president that can't sit them around a table and get them to approve something."
326,trump,TRUMP,misc,And here's the thing.
327,trump,TRUMP,misc,"Republicans and Democrats agree that this should be done, $2.5 trillion."
328,trump,TRUMP,misc,I happen to think it's double that.
329,trump,TRUMP,economy,"It's probably $5 trillion that we can't bring into our country, Lester."
330,trump,TRUMP,inner,"And with a little leadership, you'd get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful."
331,trump,TRUMP,misc,But we have no leadership.
332,trump,TRUMP,h-clinton,"And honestly, that starts with Secretary Clinton."
333,moderator,MODERATOR,"taxes, h-clinton","Alright, you have two minutes of the same question to defend tax increases on the wealthiest Americans, Secretary Clinton."
334,clinton,CLINTON,misc," I have a feeling that by, the end of this evening, I'm going to be blamed for everything that's ever happened."
335,clinton,CLINTON,misc,"Yeah, why not?"
336,clinton,CLINTON,misc,"(LAUGHTER)  You know, just join the debate by saying more crazy things."
337,clinton,CLINTON,misc,"Now, let me say this, it is absolutely the case..."
338,trump,TRUMP,economy, There's nothing crazy about not letting our companies bring their money back into their country.
339,moderator,MODERATOR,h-clinton," This is this is Secretary Clinton's two minutes, please."
340,clinton,CLINTON,misc," Yeah, well, let's start the clock again, Lester."
341,clinton,CLINTON,taxes,We've looked at your tax proposals.
342,clinton,CLINTON,taxes,"I don't see changes in the corporate tax rates or the kinds of proposals you're referring to that would cause the repatriation, bringing back of money that's stranded overseas."
343,clinton,CLINTON,misc,I happen to support that.
344,trump,TRUMP,misc, Then you didn't read it.
345,clinton,CLINTON,misc," I happen to, I happen to support that in a way that will actually work to our benefit."
346,clinton,CLINTON,"taxes, trump","But when I look at what you have proposed, you have what is called now the Trump loophole, because it would so advantage you and the business you do."
347,clinton,CLINTON,taxes,You've proposed an approach that has a...
348,trump,TRUMP,misc, Who gave it that name?
349,trump,TRUMP,misc,"The first I’ve, who gave it that name?"
350,moderator,MODERATOR,h-clinton,"(CROSSTALK)  HOLT: Mr. Trump, this is Secretary Clinton's two minutes."
351,clinton,CLINTON,"trump, taxes",... $4 billion tax benefit for your family.
352,trump,TRUMP,misc,How much for my family?
353,trump,TRUMP,misc," Lester, how much?"
354,clinton,CLINTON,economy," ... as I said, trumped-up trickle-down."
355,clinton,CLINTON,economy,Trickle-down did not work.
356,clinton,CLINTON,economy,"It got us into the mess we were in, in 2008 and 2009."
357,clinton,CLINTON,taxes,Slashing taxes on the wealthy hasn't worked.
358,clinton,CLINTON,misc,"And a lot of really smart, wealthy people know that."
359,clinton,CLINTON,middle,"And they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class."
360,clinton,CLINTON,economy, I don't think top-down works in America.
361,clinton,CLINTON,"middle, deficit, education","I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their their debt from college at a lower rate."
362,clinton,CLINTON,economy,Those are the kinds of things that will really boost the economy.
363,clinton,CLINTON,economy,"Broad-based, inclusive growth is what we need in America, not more advantages for people at the very top."
364,moderator,MODERATOR,trump," Mr. Trump, we're..."
365,trump,TRUMP,misc,"Typical politician, all talk, no action."
366,trump,TRUMP,misc,"Sounds good, doesn't work."
367,trump,TRUMP,misc,Never going to happen.
368,trump,TRUMP,"jobs, h-clinton",Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on.
369,trump,TRUMP,economy,"Now, look, we have the worst revival of an economy since the Great Depression."
370,trump,TRUMP,economy,And believe me: We're in a bubble right now.
371,trump,TRUMP,economy,"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down."
372,trump,TRUMP,economy,"We are in a big, fat, ugly bubble."
373,trump,TRUMP,misc,And we have a Fed that's doing political things.
374,trump,TRUMP,misc,This Janet Yellen of the Fed.
375,trump,TRUMP,taxes,The Fed is doing political by keeping the interest rates at this level.
376,trump,TRUMP,taxes,"And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you're going to see some very bad things happen, because the Fed is not doing their job."
377,trump,TRUMP,h-clinton,The Fed is being more political than Secretary Clinton.
378,moderator,MODERATOR,"taxes, trump"," Mr. Trump, we're talking about the burden that Americans have to pay, yet you have not released your tax returns."
379,moderator,MODERATOR,taxes,"And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to, who he owes it to, and any business conflicts."
380,moderator,MODERATOR,misc,Don't Americans have a right to know if there are any conflicts of interest?
381,trump,TRUMP,taxes," I don't mind releasing, I'm under a routine audit."
382,trump,TRUMP,misc,And it'll be released.
383,trump,TRUMP,misc,"And as soon as the audit's finished, it will be released."
384,trump,TRUMP,"trump, taxes","But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have."
385,trump,TRUMP,misc,"It shows income in fact, the income I just looked today the income is filed at $694 million for this past year, $694 million."
386,trump,TRUMP,misc,"If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised."
387,trump,TRUMP,economy,But that's the kind of thinking that our country needs.
388,trump,TRUMP,"deficit, trade","When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because everybody Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year."
389,trump,TRUMP,trade,"That means, who's negotiating these trade deals?"
390,trump,TRUMP,trade,We have people that are political hacks negotiating our trade deals.
391,moderator,MODERATOR,taxes, The IRS says an audit...
392,trump,TRUMP,misc, Excuse me.
393,moderator,MODERATOR,"taxes, trump", ... of your taxes you're perfectly free to release your taxes during an audit.
394,moderator,MODERATOR,misc,"And so the question, does the public's right to know outweigh your personal..."
395,trump,TRUMP,misc," Well, I told you, I will release them as soon as the audit."
396,trump,TRUMP,taxes,"Look, I've been under audit almost for 15 years."
397,trump,TRUMP,misc,I know a lot of wealthy people that have never been audited.
398,trump,TRUMP,misc,"I said, do you get audited?"
399,trump,TRUMP,taxes,I get audited almost every year.
400,trump,TRUMP,misc,"And in a way, I should be complaining."
401,trump,TRUMP,misc,I'm not even complaining.
402,trump,TRUMP,misc,I don't mind it.
403,trump,TRUMP,misc,It's almost become a way of life.
404,trump,TRUMP,taxes,I get audited by the IRS.
405,trump,TRUMP,misc,But other people don't.
406,trump,TRUMP,misc,We have a situation in this country that has to be taken care of.
407,trump,TRUMP,h-clinton,"I will release my tax returns against my lawyer's wishes when she releases her 33,000 e-mails that have been deleted."
408,trump,TRUMP,misc,"As soon as she releases them, I will release."
409,trump,TRUMP,taxes,(APPLAUSE)  I will release my tax returns.
410,trump,TRUMP,misc,"And that's against my lawyers, they say, Don't do it."
411,trump,TRUMP,misc,"No, in fact, watching shows, they're reading the papers."
412,trump,TRUMP,taxes,"Almost every lawyer says, you don't release your returns until the audit's complete."
413,trump,TRUMP,taxes,"When the audit's complete, I'll do it."
414,trump,TRUMP,misc,But I would go against them if she releases her e-mails.
415,moderator,MODERATOR,misc, So it's negotiable?
416,trump,TRUMP,misc," It's not negotiable, no."
417,trump,TRUMP,misc,Let her release the e-mails.
418,trump,TRUMP,h-clinton,"Why did she delete 33,000..."
419,moderator,MODERATOR,misc," Well, I'll let her answer that."
420,moderator,MODERATOR,misc,But let me just admonish the audience one more time.
421,moderator,MODERATOR,misc,There was an agreement.
422,moderator,MODERATOR,misc,"We did ask you to be silent, so it would be helpful for us."
423,moderator,MODERATOR,h-clinton,Secretary Clinton?
424,clinton,CLINTON,misc," Well, I think you've seen another example of bait-and- switch here."
425,clinton,CLINTON,taxes,"For 40 years, everyone running for president has released their tax returns."
426,clinton,CLINTON,taxes,"You can go and see nearly, I think, 39, 40 years of our tax returns, but everyone has done it."
427,clinton,CLINTON,taxes,We know the IRS has made clear there is no prohibition on releasing it when you're under audit.
428,clinton,CLINTON,"taxes, trump","So you've got to ask yourself, why won't he release his tax returns?"
429,clinton,CLINTON,misc,And I think there may be a couple of reasons.
430,clinton,CLINTON,trump,"First, maybe he's not as rich as he says he is."
431,clinton,CLINTON,trump,"Second, maybe he's not as charitable as he claims to be."
432,clinton,CLINTON,economy,"Third, we don't know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks."
433,clinton,CLINTON,taxes,"'r maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax."
434,trump,TRUMP,misc, That makes me smart.
435,clinton,CLINTON,"taxes, military, economy"," So if he's paid zero, that means zero for troops, zero for vets, zero for schools or health."
436,clinton,CLINTON,trump,"And I think probably he's not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that he's trying to hide."
437,clinton,CLINTON,taxes,"And the financial disclosure statements, they don't give you the tax rate."
438,clinton,CLINTON,taxes,They don't give you all the details that tax returns would.
439,clinton,CLINTON,misc,And it just seems to me that this is something that the American people deserve to see.
440,clinton,CLINTON,"taxes, trump","And I have no reason to believe that he's ever going to release his tax returns, because there's something he's hiding."
441,clinton,CLINTON,misc,And we'll guess.
442,clinton,CLINTON,trump,We'll keep guessing at what it might be that he's hiding.
443,clinton,CLINTON,trump,"But I think the question is, were he ever to get near the White House, what would be those conflicts?"
444,clinton,CLINTON,trump,Who does he owe money to?
445,clinton,CLINTON,misc,"Well, he owes you the answers to that, and he should provide them."
446,moderator,MODERATOR,h-clinton," He also, he also raised the issue of your e-mails."
447,moderator,MODERATOR,misc,Do you want to respond to that?
448,clinton,CLINTON,misc,"You know, I made a mistake using a private e- mail."
449,trump,TRUMP,misc, That's for sure.
450,clinton,CLINTON,misc,But I'm not going to make any excuses.
451,clinton,CLINTON,misc,"It was a mistake, and I take responsibility for that."
452,moderator,MODERATOR,trump, Mr. Trump?
453,trump,TRUMP,misc, That was more than a mistake.
454,trump,TRUMP,misc,That was done purposely.
455,trump,TRUMP,misc,That was not a mistake.
456,trump,TRUMP,misc,That was done purposely.
457,trump,TRUMP,misc,"When you have your staff taking the Fifth Amendment, taking the Fifth so they're not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it's disgraceful."
458,trump,TRUMP,misc,"And believe me, this country thinks it’s, really thinks it's disgraceful, also."
459,trump,TRUMP,taxes,"As far as my tax returns, you don't learn that much from tax returns."
460,trump,TRUMP,taxes,You learn a lot from financial disclosure.
461,trump,TRUMP,taxes,"The other thing, I'm extremely underleveraged."
462,trump,TRUMP,taxes,"The report that said $650 which, by the way, a lot of friends of mine that know my business say, boy, that's really not a lot of money."
463,trump,TRUMP,misc,It's not a lot of money relative to what I had.
464,trump,TRUMP,misc,"The buildings that were in question, they said in the same report, which was, actually, it wasn't even a bad story, to be honest with you, but the buildings are worth $3.9 billion."
465,trump,TRUMP,misc,And the $650 isn't even on that.
466,trump,TRUMP,misc,But it's not $650.
467,trump,TRUMP,misc,It's much less than that.
468,trump,TRUMP,misc,"But I could give you a list of banks, I would, if that would help you, I would give you a list of banks."
469,trump,TRUMP,misc,"These are very fine institutions, very fine banks."
470,trump,TRUMP,misc,I could do that very quickly.
471,trump,TRUMP,misc,I am very underleveraged.
472,trump,TRUMP,misc,I have a great company.
473,trump,TRUMP,misc,I have a tremendous income.
474,trump,TRUMP,misc,And the reason I say that is not in a braggadocios way.
475,trump,TRUMP,economy,It's because it's about time that this country had somebody running it that has an idea about money.
476,trump,TRUMP,deficit,"When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports."
477,trump,TRUMP,misc,Our airports are like from a third world country.
478,trump,TRUMP,misc,"You land at LaGuardia, you land at Kennedy, you land at LAX, you land at Newark, and you come in from Dubai and Qatar and you see these incredible you come in from China, you see these incredible airports, and you land we've become a third world country."
479,trump,TRUMP,misc,So the worst of all things has happened.
480,trump,TRUMP,deficit,"We owe $20 trillion, and we're a mess."
481,trump,TRUMP,misc,We haven't even started.
482,trump,TRUMP,deficit,"And we've spent $6 trillion in the Middle East, according to a report that I just saw."
483,trump,TRUMP,america,"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice."
484,trump,TRUMP,misc,And it's really a shame.
485,trump,TRUMP,h-clinton,And it's politicians like Secretary Clinton that have caused this problem.
486,trump,TRUMP,misc,Our country has tremendous problems.
487,trump,TRUMP,deficit,We're a debtor nation.
488,trump,TRUMP,deficit,We're a serious debtor nation.
489,trump,TRUMP,economy,"And we have a country that needs new roads, new tunnels, new bridges, new airports, new schools, new hospitals."
490,trump,TRUMP,taxes,"And we don't have the money, because it's been squandered on so many of your ideas."
491,moderator,MODERATOR,misc, We'll let you respond and we'll move on to the next segment.
492,clinton,CLINTON,"taxes, trump", And maybe because you haven't paid any federal income tax for a lot of years.
493,clinton,CLINTON,misc,(APPLAUSE)  And the other thing I think is important...
494,trump,TRUMP,misc," It would be squandered, too, believe me."
495,clinton,CLINTON,trump," ... is if your, if your main claim to be president of the United States is your business, then I think we should talk about that."
496,clinton,CLINTON,economy,"You know, your campaign manager said that you built a lot of businesses on the backs of little guys."
497,clinton,CLINTON,trump,"And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald."
498,clinton,CLINTON,"middle, justice","I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do."
499,clinton,CLINTON,misc,We have an architect in the audience who designed one of your clubhouses at one of your golf courses.
500,clinton,CLINTON,misc,It's a beautiful facility.
501,clinton,CLINTON,misc,It immediately was put to use.
502,clinton,CLINTON,justice,"And you wouldn't pay what the man needed to be paid, what he was charging you to do..."
503,trump,TRUMP,misc, Maybe he didn't do a good job and I was unsatisfied with his work...
504,trump,TRUMP,america," Which our country should do, too."
505,clinton,CLINTON,"economy, jobs"," Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them?"
506,clinton,CLINTON,misc,I can only say that I'm certainly relieved that my late father never did business with you.
507,clinton,CLINTON,middle,"He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides."
508,clinton,CLINTON,economy,"And when we talk about your business, you've taken business bankruptcy six times."
509,clinton,CLINTON,economy,There are a lot of great businesspeople that have never taken bankruptcy once.
510,clinton,CLINTON,"trump, deficit",You call yourself the King of Debt.
511,clinton,CLINTON,trump,You talk about leverage.
512,clinton,CLINTON,"deficit, america",You even at one time suggested that you would try to negotiate down the national debt of the United States.
513,trump,TRUMP,misc,Wrong.
514,clinton,CLINTON,misc," Well, sometimes there's not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government."
515,moderator,MODERATOR,trump, Let's let Mr. Trump...
516,clinton,CLINTON,misc, And we need to be very clear about that.
517,trump,TRUMP,misc," So, yeah, I think, I do think it's time."
518,trump,TRUMP,misc,"Look, it's all words, it's all sound bites."
519,trump,TRUMP,misc,I built an unbelievable company.
520,trump,TRUMP,economy,"Some of the greatest assets anywhere in the world, real estate assets anywhere in the world, beyond the United States, in Europe, lots of different places."
521,trump,TRUMP,misc,It's an unbelievable company.
522,trump,TRUMP,misc,"But on occasion, four times, we used certain laws that are there."
523,trump,TRUMP,jobs,"And when Secretary Clinton talks about people that didn't get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation."
524,trump,TRUMP,"jobs, h-clinton, justice","Now, if you want to change the laws, you've been there a long time, change the laws."
525,trump,TRUMP,misc,But I take advantage of the laws of the nation because I'm running a company.
526,trump,TRUMP,"economy, trump","My obligation right now is to do well for myself, my family, my employees, for my companies."
527,trump,TRUMP,misc,And that's what I do.
528,trump,TRUMP,jobs,But what she doesn't say is that tens of thousands of people that are unbelievably happy and that love me.
529,trump,TRUMP,misc,I'll give you an example.
530,trump,TRUMP,misc,"We're just opening up on Pennsylvania Avenue right next to the White House, so if I don't get there one way, I'm going to get to Pennsylvania Avenue another."
531,trump,TRUMP,misc,But we're opening the Old Post Office.
532,trump,TRUMP,deficit,"Under budget, ahead of schedule, saved tremendous money."
533,trump,TRUMP,misc,I'm a year ahead of schedule.
534,trump,TRUMP,america,And that's what this country should be doing.
535,trump,TRUMP,economy,We build roads and they cost two and three and four times what they're supposed to cost.
536,trump,TRUMP,economy,"We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we don't have people that know what they're doing."
537,trump,TRUMP,"deficit, america","When we look at the budget, the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy."
538,trump,TRUMP,misc,The Trump International is way under budget and way ahead of schedule.
539,trump,TRUMP,america,And we should be able to do that for our country.
540,moderator,MODERATOR,misc," Well, we're well behind schedule, so I want to move to our next segment."
541,moderator,MODERATOR,"question, racism",We move into our next segment talking about America's direction.
542,moderator,MODERATOR,"question, racism",And let's start by talking about race.
543,moderator,MODERATOR,"question, racism","The share of Americans who say race relations are bad in this country is the highest it's been in decades, much of it amplified by shootings of African-Americans by police, as we've seen recently in Charlotte and Tulsa."
544,moderator,MODERATOR,"question, racism","Race has been a big issue in this campaign, and one of you is going to have to bridge a very wide and bitter gap."
545,moderator,MODERATOR,"question, racism",So how do you heal the divide?
546,moderator,MODERATOR,h-clinton,"Secretary Clinton, you get two minutes on this."
547,clinton,CLINTON,misc," Well, you're right."
548,clinton,CLINTON,racism,Race remains a significant challenge in our country.
549,clinton,CLINTON,"racism, education, justice","Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they're treated in the criminal justice system."
550,clinton,CLINTON,racism,We've just seen those two tragic examples in both Tulsa and Charlotte.
551,clinton,CLINTON,misc,And we've got to do several things at the same time.
552,clinton,CLINTON,police,We have to restore trust between communities and the police.
553,clinton,CLINTON,police,"We have to work to make sure that our police are using the best training, the best techniques, that they're well prepared to use force only when necessary."
554,clinton,CLINTON,justice,"Everyone should be respected by the law, and everyone should respect the law."
555,clinton,CLINTON,justice," Right now, that's not the case in a lot of our neighborhoods."
556,clinton,CLINTON,justice,"So I have, ever since the first day of my campaign, called for criminal justice reform."
557,clinton,CLINTON,justice,I've laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system.
558,clinton,CLINTON,police,"But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform."
559,clinton,CLINTON,cities,So we have to bring communities together in order to begin working on that as a mutual goal.
560,clinton,CLINTON,safety,And we've got to get guns out of the hands of people who should not have them.
561,clinton,CLINTON,safety,"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together."
562,clinton,CLINTON,misc,"So we have to do two things, as I said."
563,clinton,CLINTON,police,We have to restore trust.
564,clinton,CLINTON,police,We have to work with the police.
565,clinton,CLINTON,safety,We have to make sure they respect the communities and the communities respect them.
566,clinton,CLINTON,safety,"And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that we're seeing today."
567,moderator,MODERATOR,trump," All right, Mr. Trump, you have two minutes."
568,moderator,MODERATOR,"question, racism",How do you heal the divide?
569,trump,TRUMP,"h-clinton, justice"," Well, first of all, Secretary Clinton doesn't want to use a couple of words, and that's law and order."
570,trump,TRUMP,justice,And we need law and order.
571,trump,TRUMP,"justice, america","If we don't have it, we're not going to have a country."
572,trump,TRUMP,"cities, economy, justice","And when I look at what's going on in Charlotte, a city I love, a city where I have investments, when I look at what's going on throughout various parts of our country, whether it's I mean, I can just keep naming them all day long we need law and order in our country."
573,trump,TRUMP,police,"I just got today the, as you know, the endorsement of the Fraternal Order of Police, we just just came in."
574,trump,TRUMP,police,"We have endorsements from, I think, almost every police group, very I mean, a large percentage of them in the United States."
575,trump,TRUMP,"cities, racism","We have a situation where we have our inner cities, African- Americans, Hispanics are living in he'll because it's so dangerous."
576,trump,TRUMP,safety,"You walk down the street, you get shot."
577,trump,TRUMP,safety,"In Chicago, they've had thousands of shootings, thousands since January 1st."
578,trump,TRUMP,safety,Thousands of shootings.
579,trump,TRUMP,misc,"And I'm saying, where is this?"
580,trump,TRUMP,america,Is this a war-torn country?
581,trump,TRUMP,safety,And we have to stop the violence.
582,trump,TRUMP,justice,We have to bring back law and order.
583,trump,TRUMP,cities,"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over almost 4,000 people in Chicago have been killed."
584,trump,TRUMP,justice,We have to bring back law and order.
585,trump,TRUMP,"cities, safety","Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York."
586,trump,TRUMP,crime,It brought the crime rate way down.
587,trump,TRUMP,"crime, safety",But you take the gun away from criminals that shouldn't be having it.
588,trump,TRUMP,safety,We have gangs roaming the street.
589,trump,TRUMP,immigration,"And in many cases, they're illegally here, illegal immigrants."
590,trump,TRUMP,safety,And they have guns.
591,trump,TRUMP,safety,And they shoot people.
592,trump,TRUMP,misc,And we have to be very strong.
593,trump,TRUMP,misc,And we have to be very vigilant.
594,trump,TRUMP,"police, justice",We have to be we have to know what we're doing.
595,trump,TRUMP,police,"Right now, our police, in many cases, are afraid to do anything."
596,trump,TRUMP,"cities, racism, crime","We have to protect our inner cities, because African-American communities are being decimated by crime, decimated."
597,moderator,MODERATOR,misc," Your two your two minutes expired, but I do want to follow up."
598,moderator,MODERATOR,"question, racism","Stop-and-frisk was ruled unconstitutional in New York, because it largely singled out black and Hispanic young men."
599,trump,TRUMP,misc," No, you're wrong."
600,trump,TRUMP,police,"It went before a judge, who was a very against-police judge."
601,trump,TRUMP,police,"And our mayor, our new mayor, refused to go forward with the case."
602,trump,TRUMP,america,"If you look at it, throughout the country, there are many places where it's allowed."
603,moderator,MODERATOR,racism, The argument is that it's a form of racial profiling.
604,trump,TRUMP,safety," No, the argument is that we have to take the guns away from these people that have them and they are bad people that shouldn't have them."
605,trump,TRUMP,"crime, safety","These are people that are bad people that shouldn't be, when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk."
606,trump,TRUMP,police,You need more police.
607,trump,TRUMP,cities,"You need a better community, you know, relation."
608,trump,TRUMP,cities,You don't have good community relations in Chicago.
609,trump,TRUMP,misc,It's terrible.
610,trump,TRUMP,misc,I have property there.
611,trump,TRUMP,misc,It's terrible what's going on in Chicago.
612,trump,TRUMP,misc,"But when you look and Chicago's not the only you go to Ferguson, you go to so many different places."
613,trump,TRUMP,safety,You need better relationships.
614,trump,TRUMP,h-clinton,I agree with Secretary Clinton on this.
615,trump,TRUMP,police," You need better relationships between the communities and the police, because in some cases, it's not good."
616,trump,TRUMP,"cities, police","But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently."
617,trump,TRUMP,misc,So there's some bad things going on.
618,trump,TRUMP,misc,Some really bad things.
619,moderator,MODERATOR,h-clinton, Secretary Clinton...
620,trump,TRUMP,justice," But we need, Lester, we need law and order."
