index,speaker_name,speaker,topic,text
1084,CLINTON,clinton,energy-policy,"We are, however, producing a lot of natural gas, which serves as a bridge to more renewable fuels."
1085,CLINTON,clinton,energy-policy,And I think that's an important transition.
1086,CLINTON,clinton,energy-policy,We've got to remain energy-independent.
1087,CLINTON,clinton,energy-policy,It gives us much more power and freedom than to be worried about what goes on in the Middle East.
1088,CLINTON,clinton,energy-policy,We have enough worries over there without having to worry about that.
1089,CLINTON,clinton,"energy-policy, climate-change","So I have a comprehensive energy policy, but it really does include fighting climate change, because I think that is a serious problem."
1090,CLINTON,clinton,"energy-policy, climate-change, jobs","And I support moving toward more clean, renewable energy as quickly as we can, because I think we can be the 21st century clean energy superpower and create millions of new jobs and businesses."
1091,CLINTON,clinton,"energy-policy, climate-change, jobs",But I also want to be sure that we don't leave people behind.
1092,CLINTON,clinton,"energy-policy, jobs","That's why I'm the only candidate from the very beginning of this campaign who had a plan to help us revitalize coal country, because those coal miners and their fathers and their grandfathers, they dug that coal out."
1093,CLINTON,clinton,"energy-policy, jobs",A lot of them lost their lives.
1094,CLINTON,clinton,"energy-policy, jobs","They were injured, but they turned the lights on and they powered their factories."
1095,MODERATOR,moderator,h-clinton, Secretary Clinton...
1096,CLINTON,clinton,"energy-policy, economy", But the price of coal is down worldwide.
1097,MODERATOR,moderator,misc, Your time is up.
1098,CLINTON,clinton,"energy-policy, economy", And that's exactly what I have proposed.
1099,CLINTON,clinton,"energy-policy, economy",I hope you will go to HillaryClinton.com and look at my entire policy.
1100,MODERATOR,moderator,misc, Time is up.
1101,MODERATOR,moderator,"question, trump, h-clinton",We have time for one more...
1102,MODERATOR,moderator,"question, trump, h-clinton", One more audience question.
1103,MODERATOR,moderator,"question, trump, h-clinton"," We've sneaked in one more question, and it comes from Karl Becker."
1104,MODERATOR,moderator,"question, trump, h-clinton", Good evening.
1105,MODERATOR,moderator,"question, trump, h-clinton","My question to both of you is, regardless of the current rhetoric, would either of you name one positive thing that you respect in one another?"
1106,MODERATOR,moderator,"question, trump, h-clinton","(APPLAUSE)  RADDATZ: Mr. Trump, would you like to go first?"
1107,CLINTON,clinton,trump," Well, I certainly will, because I think that's a very fair and important question."
1108,CLINTON,clinton,trump,"Look, I respect his children."
1109,CLINTON,clinton,trump,"His children are incredibly able and devoted, and I think that says a lot about Donald."
1110,CLINTON,clinton,trump,"I don't agree with nearly anything else he says or does, but I do respect that."
1111,CLINTON,clinton,trump,And I think that is something that as a mother and a grandmother is very important to me.
1112,CLINTON,clinton,trump,"So I believe that this election has become in part so ' so conflict-oriented, so intense because there's a lot at stake."
1113,CLINTON,clinton,trump,"This is not an ordinary time, and this is not an ordinary election."
1114,CLINTON,clinton,"election, energy-policy, supreme-court","We are going to be choosing a president who will set policy for not just four or eight years, but because of some of the important decisions we have to make here at home and around the world, from the Supreme Court to energy and so much else, and so there is a lot at stake."
1115,CLINTON,clinton,"election, energy-policy, supreme-court","And that's why I've tried to put forth specific policies and plans, trying to get it off of the personal and put it on to what it is I want to do as president."
1116,CLINTON,clinton,children,"And that's why I hope people will check on that for themselves so that they can see that, yes, I've spent 30 years, actually maybe a little more, working to help kids and families."
1117,CLINTON,clinton,misc,And I want to take all that experience to the White House and do that every single day.
1118,MODERATOR,moderator,trump, Mr. Trump?
1119,TRUMP,trump,h-clinton," Well, I consider her statement about my children to be a very nice compliment."
1120,TRUMP,trump,h-clinton,"I don't know if it was meant to be a compliment, but it is a great ' I'm very proud of my children."
1121,TRUMP,trump,h-clinton,"And they've done a wonderful job, and they've been wonderful, wonderful kids."
1122,TRUMP,trump,h-clinton,So I consider that a compliment.
1123,TRUMP,trump,h-clinton,I will say this about Hillary.
1124,TRUMP,trump,h-clinton,She doesn't quit.
1125,TRUMP,trump,h-clinton,She doesn't give up.
1126,TRUMP,trump,h-clinton,"I respect that, I tell it like it is."
1127,TRUMP,trump,h-clinton,She's a fighter.
1128,TRUMP,trump,h-clinton,I disagree with much of what she's fighting for.
1129,TRUMP,trump,h-clinton,I do disagree with her judgment in many cases.
1130,TRUMP,trump,h-clinton,"But she does fight hard, and she doesn't quit, and she doesn't give up."
1131,TRUMP,trump,h-clinton,And I consider that to be a very good trait.
1132,MODERATOR,moderator,"trump, h-clinton", We want to thank both the candidates.
1133,MODERATOR,moderator,misc,We want to thank the university here.
1134,MODERATOR,moderator,misc,This concludes the town hall meeting.
1135,MODERATOR,moderator,misc,"Our thanks to the candidates, the commission, Washington University, and to everybody who watched."
1136,MODERATOR,moderator,misc,"Please tune in on October 19th for the final presidential debate that will take place at the University of Nevada, Las Vegas, good night everyone."
