index,speaker_name,speaker,topic,text
742,TRUMP,trump,h-clinton,"Because the fact is, almost everything she's done in foreign policy has been a mistake and it's been a disaster."
743,TRUMP,trump,"h-clinton, russia","But if you look at Russia, just take a look at Russia, and look at what they did this week, where I agree, she wasn't there, but possibly she's consulted."
744,TRUMP,trump,"h-clinton, russia",We sign a peace treaty.
745,TRUMP,trump,"h-clinton, russia, assad, iran","Well, what Russia did with Assad and, by the way, with Iran, who you made very powerful with the dumbest deal perhaps I've ever seen in the history of deal-making, the Iran deal, with the $150 billion, with the $1.7 billion in cash, which is enough to fill up this room."
746,TRUMP,trump,"h-clinton, russia",But look at that deal.
747,TRUMP,trump,"russia, iran",Iran now and Russia are now against us.
748,TRUMP,trump,h-clinton,So she wants to fight.
749,TRUMP,trump,h-clinton,She wants to fight for rebels.
750,TRUMP,trump,h-clinton,There's only one problem.
751,TRUMP,trump,h-clinton,You don't even know who the rebels are.
752,MODERATOR,moderator,misc," Mr. Trump, Mr. Trump, your two minutes is up."
753,TRUMP,trump,misc, And one thing I have to say.
754,MODERATOR,moderator,misc, Your two minutes is up.
755,TRUMP,trump,"isis, assad"," I don't like Assad at all, but Assad is killing ISIS."
756,TRUMP,trump,"russia, isis",Russia is killing ISIS.
757,TRUMP,trump,"iran, isis",And Iran is killing ISIS.
758,TRUMP,trump,"assad, russia, iran",And those three have now lined up because of our weak foreign policy.
759,MODERATOR,moderator,question," Mr. Trump, let me repeat the question."
760,MODERATOR,moderator,question,If you were president...
761,MODERATOR,moderator,"question, syria",(LAUGHTER)  ... what would you do about Syria and the humanitarian crisis in Aleppo?
762,MODERATOR,moderator,"question, syria",And I want to remind you what your running mate said.
763,MODERATOR,moderator,"question, syria","He said provocations by Russia need to be met with American strength and that if Russia continues to be involved in air strikes along with the Syrian government forces of Assad, the United States of America should be prepared to use military force to strike the military targets of the Assad regime."
764,TRUMP,trump,syria,"He and I haven't spoken, and I disagree."
765,TRUMP,trump,syria,I disagree.
766,MODERATOR,moderator,question, You disagree with your running mate?
767,TRUMP,trump,"syria, isis", I think you have to knock out ISIS.
768,TRUMP,trump,"syria, isis","Right now, Syria is fighting ISIS."
769,TRUMP,trump,"syria, isis",We have people that want to fight both at the same time.
770,TRUMP,trump,syria,But Syria is no longer Syria.
771,TRUMP,trump,"h-clinton, syria","Syria is Russia and it's Iran, who she made strong and Kerry and Obama made into a very powerful nation and a very rich nation, very, very quickly, very, very quickly."
772,TRUMP,trump,isis,I believe we have to get ISIS.
773,TRUMP,trump,isis,We have to worry about ISIS before we can get too much more involved.
774,TRUMP,trump,"h-clinton, syria",She had a chance to do something with Syria.
775,TRUMP,trump,syria,They had a chance.
776,TRUMP,trump,syria,And that was the line.
777,MODERATOR,moderator,"question, syria", What do you think will happen if Aleppo falls?
778,TRUMP,trump,syria," I think Aleppo is a disaster, humanitarian-wise."
779,MODERATOR,moderator,"question, syria", What do you think will happen if it falls?
780,TRUMP,trump,syria, I think that it basically has fallen.
781,TRUMP,trump,syria,It basically has fallen.
782,TRUMP,trump,"syria, iraq",You take a look at Mosul.
783,TRUMP,trump,"syria, iraq","The biggest problem I have with the stupidity of our foreign policy, we have Mosul."
784,TRUMP,trump,"syria, iraq, isis",They think a lot of the ISIS leaders are in Mosul.
785,TRUMP,trump,"syria, iraq, isis","So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks."
786,TRUMP,trump,"syria, iraq, isis","Well, all of these bad leaders from ISIS are leaving Mosul."
787,TRUMP,trump,"syria, isis","Why can't they do the attack, make it a sneak attack, and after the attack is made, inform the American public that we've knocked out the leaders, we've had a tremendous success?"
788,TRUMP,trump,"syria, isis",People leave.
789,TRUMP,trump,"syria, iraq, isis","Why do they have to say we're going to be attacking Mosul within the next four to six weeks, which is what they're saying?"
790,TRUMP,trump,"syria, isis",How stupid is our country?
791,MODERATOR,moderator,"syria, isis", There are sometimes reasons the military does that.
792,TRUMP,trump,"syria, isis",And I'm pretty good at it.
793,TRUMP,trump,"syria, isis", And we have General Flynn.
794,TRUMP,trump,"syria, isis","And we have ' look, I have 200 generals and admirals who endorsed me."
795,TRUMP,trump,"syria, isis",We talk about it all the time.
796,TRUMP,trump,"syria, isis","They understand, why can't they do something secretively, where they go in and they knock out the leadership?"
797,TRUMP,trump,"syria, isis",How ' why would these people stay there?
798,TRUMP,trump,"syria, isis",I've been reading now...
799,MODERATOR,moderator,"syria, isis", Tell me what your strategy is.
800,TRUMP,trump,"syria, isis"," ... for weeks ' I've been reading now for weeks about Mosul, that it's the harbor of where ' you know, between Raqqa and Mosul, this is where they think the ISIS leaders are."
801,TRUMP,trump,"syria, isis",Why would they be saying ' they're not staying there anymore.
802,TRUMP,trump,"syria, isis","Because everybody's talking about how Iraq, which is us with our leadership, goes in to fight Mosul."
803,TRUMP,trump,"syria, isis","Now, with these 200 admirals and generals, they can't believe it."
804,TRUMP,trump,"syria, isis","General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we're doing in the Middle East."
805,MODERATOR,moderator,misc, I'm going to go to Secretary Clinton.
806,MODERATOR,moderator,"question, syria","Secretary Clinton, you want Assad to go."
807,MODERATOR,moderator,"question, syria","You advocated arming rebels, but it looks like that may be too late for Aleppo."
808,MODERATOR,moderator,"question, syria",You talk about diplomatic efforts.
809,MODERATOR,moderator,"question, syria",Those have failed.
810,MODERATOR,moderator,"question, syria",Cease-fires have failed.
811,MODERATOR,moderator,"question, syria",Would you introduce the threat of U.S. military force beyond a no-fly zone against the Assad regime to back up diplomacy?
812,CLINTON,clinton,"syria, military", I would not use American ground forces in Syria.
813,CLINTON,clinton,"syria, military",I think that would be a very serious mistake.
814,CLINTON,clinton,"syria, military","I don't think American troops should be holding territory, which is what they would have to do as an occupying force."
815,CLINTON,clinton,"syria, military",I don't think that is a smart strategy.
816,CLINTON,clinton,"syria, iraq, military","I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just..."
817,MODERATOR,moderator,question, But what would you do differently than President Obama is doing?
818,CLINTON,clinton,"syria, iraq, isis"," Well, Martha, I hope that by the time I ' if I'm fortunate..."
819,CLINTON,clinton,"syria, iraq, isis", I hope by the time I am president that we will have pushed ISIS out of Iraq.
820,CLINTON,clinton,"syria, iraq, isis",I do think that there is a good chance that we can take Mosul.
821,CLINTON,clinton,"trump, isis","And, you know, Donald says he knows more about ISIS than the generals."
822,CLINTON,clinton,"isis, iraq","There are a lot of very important planning going on, and some of it is to signal to the Sunnis in the area, as well as Kurdish Peshmerga fighters, that we all need to be in this."
823,CLINTON,clinton,"isis, iraq",And that takes a lot of planning and preparation.
824,CLINTON,clinton,"isis, iraq",I would go after Baghdadi.
825,CLINTON,clinton,"isis, iraq","I would specifically target Baghdadi, because I think our targeting of Al Qaida leaders ' and I was involved in a lot of those operations, highly classified ones ' made a difference."
826,CLINTON,clinton,"isis, iraq, syria",I would also consider arming the Kurds.
827,CLINTON,clinton,"isis, iraq, syria","The Kurds have been our best partners in Syria, as well as Iraq."
828,CLINTON,clinton,"isis, iraq, syria","And I know there's a lot of concern about that in some circles, but I think they should have the equipment they need so that Kurdish and Arab fighters on the ground are the principal way that we take Raqqa after pushing ISIS out of Iraq."
829,MODERATOR,moderator,misc,We're going to move on...
830,TRUMP,trump,misc,"She went over a minute over, and you don't stop her."
831,TRUMP,trump,misc,"When I go one second over, it's like a big deal."
832,MODERATOR,moderator,misc, You had many answers.
833,TRUMP,trump,misc, It's really ' it's really very interesting.
834,MODERATOR,moderator,question, We've got a question over here from James Carter.
835,MODERATOR,moderator,question ,Mr. Carter?
836,MODERATOR,moderator,question," My question is, do you believe you can be a devoted president to all the people in the United States?"
837,MODERATOR,moderator,question ,That question begins for Mr. Trump.
838,TRUMP,trump,h-clinton, Absolutely.
839,TRUMP,trump,h-clinton,"I mean, she calls our people deplorable, a large group, and irredeemable."
840,TRUMP,trump,future,I will be a president for all of our people.
841,TRUMP,trump,"cities, jobs",And I'll be a president that will turn our inner cities around and will give strength to people and will give economics to people and will bring jobs back.
842,TRUMP,trump,economy,"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world."
843,TRUMP,trump,economy,Not in this country.
844,TRUMP,trump,jobs,It stripped us of manufacturing jobs.
845,TRUMP,trump,jobs,We lost our jobs.
846,TRUMP,trump,economy,We lost our money.
847,TRUMP,trump,economy,We lost our plants.
848,TRUMP,trump,economy,It is a disaster.
849,TRUMP,trump,"trade, h-clinton","And now she wants to sign TPP, even though she says now she's for it."
850,TRUMP,trump,"trade, h-clinton",She called it the gold standard.
851,TRUMP,trump,"trade, h-clinton","And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it."
852,TRUMP,trump,h-clinton,They actually said that she lied.
853,TRUMP,trump,h-clinton,And she lied.
854,TRUMP,trump,h-clinton,But she's lied about a lot of things.
855,TRUMP,trump,"diversity, cities"," I would be a president for all of the people, African- Americans, the inner cities."
856,TRUMP,trump,cities,Devastating what's happening to our inner cities.
857,TRUMP,trump,h-clinton,She's been talking about it for years.
858,TRUMP,trump,h-clinton,"As usual, she talks about it, nothing happens."
859,TRUMP,trump,diversity,"Same with the Latino Americans, the Hispanic Americans."
860,TRUMP,trump,diversity,The same exact thing.
861,TRUMP,trump,diversity,"They talk, they don't get it done."
862,TRUMP,trump,"cities, economy",You go into the inner cities and ' you see it's 45 percent poverty.
863,TRUMP,trump,economy,African- Americans now 45 percent poverty in the inner cities.
864,TRUMP,trump,education,The education is a disaster.
865,TRUMP,trump,jobs,Jobs are essentially nonexistent.
866,TRUMP,trump,jobs,"I mean, it's ' you know, and I've been saying at big speeches where I have 20,000 and 30,000 people, what do you have to lose?"
867,TRUMP,trump,jobs,It can't get any worse.
868,TRUMP,trump,"cities, h-clinton",And she's been talking about the inner cities for 25 years.
869,TRUMP,trump,cities,Nothing's going to ever happen.
870,TRUMP,trump,h-clinton,"Let me tell you, if she's president of the United States, nothing's going to happen."
871,TRUMP,trump,h-clinton,It's just going to be talk.
872,TRUMP,trump,"h-clinton, taxes","And all of her friends, the taxes we were talking about, and I would just get it by osmosis."
873,TRUMP,trump,h-clinton,She's not doing any me favors.
874,TRUMP,trump,h-clinton,"But by doing all the others' favors, she's doing me favors."
875,MODERATOR,moderator,misc," Mr. Trump, thank you."
876,TRUMP,trump,h-clinton," But I will tell you, she's all talk."
877,TRUMP,trump,h-clinton,All you have to do is take a look at her Senate run.
878,TRUMP,trump,h-clinton,Take a look at upstate New York.
879,MODERATOR,moderator,misc, Your two minutes is up.
880,MODERATOR,moderator,misc,"Secretary Clinton, two minutes?"
881,TRUMP,trump,h-clinton, It turned out to be a disaster.
882,MODERATOR,moderator,misc," You have two minutes, Secretary Clinton."
883,CLINTON,clinton,election,"Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that."
884,CLINTON,clinton,"children, america","Mr. Carter, I have tried my entire life to do what I can to support children and families."
885,CLINTON,clinton,"children, racism","You know, right out of law school, I went to work for the Children's Defense Fund."
886,CLINTON,clinton,trump,"And Donald talks a lot about, you know, the 30 years I've been in public service."
887,CLINTON,clinton,"children, racism",I'm proud of that.
888,CLINTON,clinton,"children, racism","You know, I started off as a young lawyer working against discrimination against African-American children in schools and in the criminal justice system."
889,CLINTON,clinton,"education, children","I worked to make sure that kids with disabilities could get a public education, something that I care very much about."
890,CLINTON,clinton,"diversity, election",I have worked with Latinos ' one of my first jobs in politics was down in south Texas registering Latino citizens to be able to vote.
891,CLINTON,clinton,america,"So I have a deep devotion, to use your absolutely correct word, to making sure that an every American feels like he or she has a place in our country."
892,CLINTON,clinton,"trump, america","And I think when you look at the letters that I get, a lot of people are worried that maybe they wouldn't have a place in Donald Trump's America."
893,CLINTON,clinton,"trump, america","They write me, and one woman wrote me about her son, Felix."
894,CLINTON,clinton,"trump, america",She adopted him from Ethiopia when he was a toddler.
895,CLINTON,clinton,"trump, america",He's 10 years old now.
896,CLINTON,clinton,"trump, america",This is the only one country he's ever known.
897,CLINTON,clinton,"trump, america","And he listens to Donald on TV and he said to his mother one day, will he send me back to Ethiopia if he gets elected?"
898,CLINTON,clinton,"trump, children","You know, children listen to what is being said."
899,CLINTON,clinton,"trump, children","To go back to the very, very first question."
900,CLINTON,clinton,"trump, children","And there's a lot of fear ' in fact, teachers and parents are calling it the Trump effect."
901,CLINTON,clinton,america,"A lot of people are feeling, you know, uneasy."
902,CLINTON,clinton,children,A lot of kids are expressing their concerns.
903,CLINTON,clinton,america,"So, first and foremost, I will do everything I can to reach out to everybody."
904,MODERATOR,moderator,misc," Your time, Secretary Clinton."
905,CLINTON,clinton,america," Democrats, Republicans, independents, people across our country."
906,CLINTON,clinton,election,"If you don't vote for me, I still want to be your president."
907,MODERATOR,moderator,misc, Your two minutes is up.
908,CLINTON,clinton,election, I want to be the best president I can be for every American.
909,MODERATOR,moderator,misc," Secretary Clinton, your two minutes is up."
910,MODERATOR,moderator,question,"I want to follow up on something that Donald Trump actually said to you, a comment you made last month."
911,MODERATOR,moderator,"racism, ableism, islamophobia, question","You said that half of Donald Trump's supporters are, quote, 'deplorables, racist, sexist, homophobic, xenophobic, Islamophobic.'"
912,MODERATOR,moderator,"racism, ableism, islamophobia, question",You later said you regretted saying half.
913,MODERATOR,moderator,"racism, ableism, islamophobia, question",You didn't express regret for using the term 'deplorables.'
914,MODERATOR,moderator,"racism, ableism, islamophobia, question","To Mr. Carter's question, how can you unite a country if you've written off tens of millions of Americans?"
915,CLINTON,clinton,ableism," Well, within hours I said that I was sorry about the way I talked about that, because my argument is not with his supporters."
916,CLINTON,clinton,"trump, women","It's with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans."
917,CLINTON,clinton,"trump, ableism, racism, ","And what he has said about African-Americans and Latinos, about Muslims, about POWs, about immigrants, about people with disabilities, he's never apologized for."
918,CLINTON,clinton,"trump, sanders",And so I do think that a lot of the tone and tenor that he has said ' I'm proud of the campaign that Bernie Sanders and I ran.
919,CLINTON,clinton,sanders,"We ran a campaign based on issues, not insults."
920,CLINTON,clinton,sanders,And he is supporting me 100 percent.
921,CLINTON,clinton,sanders, Because we talked about what we wanted to do.
922,CLINTON,clinton,sanders,"We might have had some differences, and we had a lot of debates..."
923,MODERATOR,moderator,misc," Thank you, Secretary."
924,CLINTON,clinton,"america, sanders", ... but we believed that we could make the country better.
925,CLINTON,clinton,america,And I was proud of that.
926,MODERATOR,moderator,misc, I want to give you a minute to respond.
927,TRUMP,trump,america, We have a divided nation.
928,TRUMP,trump,america,We have a very divided nation.
929,TRUMP,trump,"cities, safety","You look at the violence that's taking place in the inner cities, Chicago, you take a look at Washington, D.C."
930,TRUMP,trump,"cities, safety","We have an increase in murder within our cities, the biggest in 45 years."
931,TRUMP,trump,h-clinton,"We have a divided nation, because people like her ' and believe me, she has tremendous hate in her heart."
932,TRUMP,trump,"h-clinton, ableism","And when she said deplorables, she meant it."
933,TRUMP,trump,h-clinton,"And when she said irredeemable, they're irredeemable, you didn't mention that, but when she said they're irredeemable, to me that might have been even worse."
934,TRUMP,trump,h-clinton, She said some of them are irredeemable.
935,TRUMP,trump,h-clinton, She's got tremendous ' she's got tremendous hatred.
936,TRUMP,trump,"obama, h-clinton, america","And this country cannot take another four years of Barack Obama, and that's what you're getting with her."
937,MODERATOR,moderator,"misc, trump"," Mr. Trump, let me follow up with you."
938,MODERATOR,moderator,trump,"In 2008, you wrote in one of your books that the most important characteristic of a good leader is discipline."
939,MODERATOR,moderator,trump,"You said, if a leader doesn't have it, quote, 'he or she won't be one for very long.'"
940,MODERATOR,moderator,trump,"In the days after the first debate, you sent out a series of tweets from 3 a.m. to 5 a.m., including one that told people to check out a sex tape."
941,MODERATOR,moderator,trump,Is that the discipline of a good leader?
942,TRUMP,trump,trump," No, there wasn't check out a sex tape."
943,TRUMP,trump,h-clinton,It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout.
944,MODERATOR,moderator,misc, You mentioned sex tape.
945,TRUMP,trump,h-clinton,"By the way, just so you understand, when she said 3 o'clock in the morning, take a look at Benghazi."
946,TRUMP,trump,h-clinton,She said who is going to answer the call at 3 o'clock in the morning?
947,TRUMP,trump,h-clinton,Guess what?
948,TRUMP,trump,h-clinton,"She didn't answer it, because when Ambassador Stevens..."
949,MODERATOR,moderator,"misc, question"," The question is, is that the discipline of a good leader?"
950,TRUMP,trump,h-clinton,"... 600 ' wait a minute, Anderson, 600 times."
951,TRUMP,trump,h-clinton,"Well, she said she was awake at 3 o'clock in the morning, and she also sent a tweet out at 3 o'clock in the morning, but I won't even mention that."
952,TRUMP,trump,h-clinton,But she said she'll be awake.
953,TRUMP,trump,h-clinton,"Who's going ' the famous thing, we're going to answer our call at 3 o'clock in the morning."
954,TRUMP,trump,h-clinton,Guess what happened?
955,TRUMP,trump,h-clinton,Ambassador Stevens ' Ambassador Stevens sent 600 requests for help.
956,TRUMP,trump,h-clinton,"And the only one she talked to was Sidney Blumenthal, who's her friend and not a good guy, by the way."
957,TRUMP,trump,h-clinton,"So, you know, she shouldn't be talking about that."
958,TRUMP,trump,misc,"Now, tweeting happens to be a modern day form of communication."
959,TRUMP,trump,misc,"I have, between Facebook and Twitter, I have almost 25 million people."
960,TRUMP,trump,misc,It's a very effective way of communication.
961,TRUMP,trump,misc,"So you can put it down, but it is a very effective form of communication."
962,TRUMP,trump,misc,"I'm not un-proud of it, to be honest with you."
963,MODERATOR,moderator,"h-clinton, trump"," Secretary Clinton, does Mr. Trump have the discipline to be a good leader?"
964,TRUMP,trump,misc, I'm shocked to hear that.
965,CLINTON,clinton,trump,"(LAUGHTER)  CLINTON: Well, it's not only my opinion."
966,CLINTON,clinton,trump,"It's the opinion of many others, national security experts, Republicans, former Republican members of Congress."
967,CLINTON,clinton,"trump, b-clinton, jobs, deficit","But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody."
968,CLINTON,clinton,jobs,African-American incomes went up 33 percent.
969,CLINTON,clinton,jobs,And it's not just because I worked with George W.
970,CLINTON,clinton,"cities, economy","Bush after 9/11, and I was very proud that when I told him what the city needed, what we needed to recover, he said you've got it, and he never wavered."
971,CLINTON,clinton,obama,And I have worked and I admire President Obama.
972,CLINTON,clinton,"obama, economy",He inherited the worst financial crisis since the Great Depression.
973,CLINTON,clinton,economy,That was a terrible time for our country.
974,MODERATOR,moderator,misc, We have to move along.
975,CLINTON,clinton,jobs, Nine million people lost their jobs.
976,MODERATOR,moderator,misc," Secretary Clinton, we have to..."
977,CLINTON,clinton,economy, Five million homes were lost.
978,MODERATOR,moderator,misc," Secretary Clinton, we're moving."
979,CLINTON,clinton,economy,And $13 trillion in family wealth was wiped out.
980,CLINTON,clinton,economy,We are back on the right track.
981,CLINTON,clinton,"trump, taxes, economy",He would send us back into recession with his tax plans that benefit the wealthiest of Americans.
982,MODERATOR,moderator,misc," Secretary Clinton, we are moving to an audience question."
983,MODERATOR,moderator,misc,We're almost out of time.
984,TRUMP,trump,economy,We have the slowest growth since 1929.
985,MODERATOR,moderator,misc, We're moving to an audience question.
986,TRUMP,trump,"economy, jobs", It is ' our country has the slowest growth and jobs are a disaster.
987,MODERATOR,moderator,misc," Mr. Trump, Secretary Clinton, we want to get to the audience."
988,MODERATOR,moderator,misc,(LAUGHTER)  We have another audience question.
989,MODERATOR,moderator,"question, election",Beth Miller has a question for both candidates.
990,MODERATOR,moderator,misc, Good evening.
991,MODERATOR,moderator,election,Perhaps the most important aspect of this election is the Supreme Court justice.
992,MODERATOR,moderator,election,What would you prioritize as the most important aspect of selecting a Supreme Court justice?
993,MODERATOR,moderator,misc," We begin with your two minutes, Secretary Clinton."
994,CLINTON,clinton,election,This is one of the most important issues in this election.
995,CLINTON,clinton,justice,"I want to appoint Supreme Court justices who understand the way the world really works, who have real-life experience, who have not just been in a big law firm and maybe clerked for a judge and then gotten on the bench, but, you know, maybe they tried some more cases, they actually understand what people are up against."
996,CLINTON,clinton,misc,Because I think the current court has gone in the wrong direction.
997,CLINTON,clinton,misc,"And so I would want to see the Supreme Court reverse Citizens United and get dark, unaccountable money out of our politics."
998,CLINTON,clinton,trump,Donald doesn't agree with that.
999,CLINTON,clinton,racism,"I would like the Supreme Court to understand that voting rights are still a big problem in many parts of our country, that we don't always do everything we can to make it possible for people of color and older people and young people to be able to exercise their franchise."
1000,CLINTON,clinton,women,I want a Supreme Court that will stick with Roe v.
1001,CLINTON,clinton,women,"Wade and a woman's right to choose, and I want a Supreme Court that will stick with marriage equality."
1002,CLINTON,clinton,trump,"Now, Donald has put forth the names of some people that he would consider."
1003,CLINTON,clinton,trump,And among the ones that he has suggested are people who would reverse Roe v.
1004,CLINTON,clinton,women,Wade and reverse marriage equality.
1005,CLINTON,clinton,misc,I think that would be a terrible mistake and would take us backwards.
1006,CLINTON,clinton,economy,I want a Supreme Court that doesn't always side with corporate interests.
1007,CLINTON,clinton,justice,I want a Supreme Court that understands because you're wealthy and you can give more money to something doesn't mean you have any more rights or should have any more rights than anybody else.
1008,CLINTON,clinton,misc,So I have very clear views about what I want to see to kind of change the balance on the Supreme Court.
1009,CLINTON,clinton,misc,"And I regret deeply that the Senate has not done its job and they have not permitted a vote on the person that President Obama, a highly qualified person, they've not given him a vote to be able to be have the full complement of nine Supreme Court justices."
1010,CLINTON,clinton,misc,I think that was a dereliction of duty.
1011,CLINTON,clinton,justice,"I hope that they will see their way to doing it, but if I am so fortunate enough as to be president, I will immediately move to make sure that we fill that, we have nine justices that get to work on behalf of our people."
1012,MODERATOR,moderator,h-clinton," Thank you, Secretary Clinton."
1013,MODERATOR,moderator,misc,You're out of time.
1014,TRUMP,trump,misc," Justice Scalia, great judge, died recently, and we have a vacancy."
1015,TRUMP,trump,misc,I am looking to appoint judges very much in the mold of Justice Scalia.
1016,TRUMP,trump,misc,"I'm looking for judges ' and I've actually picked 20 of them so that people would see, highly respected, highly thought of, and actually very beautifully reviewed by just about everybody."
1017,TRUMP,trump,justice,But people that will respect the Constitution of the United States.
1018,TRUMP,trump,misc,And I think that this is so important.
1019,TRUMP,trump,h-clinton,"Also, the Second Amendment, which is totally under siege by people like Hillary Clinton."
1020,TRUMP,trump,safety,"They'll respect the Second Amendment and what it stands for, what it represents."
1021,TRUMP,trump,misc,So important to me.
1022,TRUMP,trump,h-clinton,"Now, Hillary mentioned something about contributions just so you understand."
1023,TRUMP,trump,misc,"So I will have in my race more than $100 million put in ' of my money, meaning I'm not taking all of this big money from all of these different corporations like she's doing."
1024,TRUMP,trump,misc,"So I'm putting in more than ' by the time it's finished, I'll have more than $100 million invested."
1025,TRUMP,trump,misc,Pretty much self-funding money.
1026,TRUMP,trump,misc,"We're raising money for the Republican Party, and we're doing tremendously on the small donations, $61 average or so."
1027,TRUMP,trump,h-clinton,"I ask Hillary, why doesn't ' she made $250 million by being in office."
1028,TRUMP,trump,h-clinton,She used the power of her office to make a lot of money.
1029,TRUMP,trump,misc,"Why isn't she funding, not for $100 million, but why don't you put $10 million or $20 million or $25 million or $30 million into your own campaign?"
1030,TRUMP,trump,misc,"It's $30 million less for special interests that will tell you exactly what to do and it would really, I think, be a nice sign to the American public."
1031,TRUMP,trump,misc,Why aren't you putting some money in?
1032,TRUMP,trump,misc,You have a lot of it.
1033,TRUMP,trump,misc,You've made a lot of it because of the fact that you've been in office.
1034,TRUMP,trump,misc,"Made a lot of it while you were secretary of state, actually."
1035,TRUMP,trump,misc,"So why aren't you putting money into your own campaign, just curious?"
1036,MODERATOR,moderator,misc,(CROSSTALK)  RADDATZ: Thank you very much.
1037,MODERATOR,moderator,question,We're going to get on to one more question.
1038,MODERATOR,moderator,question, The question was about the Supreme Court.
1039,CLINTON,clinton,safety,"And I just want to quickly say, I respect the Second Amendment."
1040,CLINTON,clinton,safety,"But I believe there should be comprehensive background checks, and we should close the gun show loophole, and close the online loophole."
1041,MODERATOR,moderator,"question, h-clinton"," We have - we have one more question, Mrs. Clinton."
1042,CLINTON,clinton,safety, We have to save as many lives as we possibly can.
1043,MODERATOR,moderator,question, We have one more question from Ken Bone about energy policy.
1044,MODERATOR,moderator,"question, jobs, energy-policy"," What steps will your energy policy take to meet our energy needs, while at the same time remaining environmentally friendly and minimizing job loss for fossil power plant workers?"
1045,MODERATOR,moderator,trump," Mr. Trump, two minutes?"
1046,TRUMP,trump,misc, Absolutely.
1047,TRUMP,trump,"obama, energy-policy","I think it's such a great question, because energy is under siege by the Obama administration."
1048,TRUMP,trump,"obama, energy-policy",Under absolutely siege.
1049,TRUMP,trump,energy-policy,"The EPA, Environmental Protection Agency, is killing these energy companies."
1050,TRUMP,trump,"economy, energy-policy",And foreign companies are now coming in buying our - buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil.
1051,TRUMP,trump,"economy, america, energy-policy",We are killing - absolutely killing our energy business in this country.
1052,TRUMP,trump,energy-policy,"Now, I'm all for alternative forms of energy, including wind, including solar, et cetera."
1053,TRUMP,trump,energy-policy,But we need much more than wind and solar.
1054,TRUMP,trump,jobs,And you look at our miners.
1055,TRUMP,trump,"h-clinton, jobs",Hillary Clinton wants to put all the miners out of business.
1056,TRUMP,trump,"energy-policy, coal",There is a thing called clean coal.
1057,TRUMP,trump,"energy-policy, coal","Coal will last for 1,000 years in this country."
1058,TRUMP,trump,energy-policy,Now we have natural gas and so many other things because of technology.
1059,TRUMP,trump,energy-policy,"We have unbelievable - we have found over the last seven years, we have found tremendous wealth right under our feet."
1060,TRUMP,trump,"energy-policy, deficit",Especially when you have $20 trillion in debt.
1061,TRUMP,trump,"jobs, energy-policy",I will bring our energy companies back.
1062,TRUMP,trump,economy,They'll make money.
1063,TRUMP,trump,"economy, deficit",They'll pay off our national debt.
1064,TRUMP,trump,"economy, deficit","They'll pay off our tremendous budget deficits, which are tremendous."
1065,TRUMP,trump,"economy, energy-policy",But we are putting our energy companies out of business.
1066,TRUMP,trump,jobs,We have to bring back our workers.
1067,TRUMP,trump,"economy, china","You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies."
1068,TRUMP,trump,"jobs, energy-policy",We have to guard our energy companies.
1069,TRUMP,trump,"jobs, energy-policy",We have to make it possible.
1070,TRUMP,trump,"economy, energy-policy",The EPA is so restrictive that they are putting our energy companies out of business.
1071,TRUMP,trump,"jobs, energy-policy","And all you have to do is go to a great place like West Virginia or places like Ohio, which is phenomenal, or places like Pennsylvania and you see what they're doing to the people, miners and others in the energy business."
1072,TRUMP,trump,"jobs, energy-policy",It's a disgrace.
1073,MODERATOR,moderator,misc, Your time is up.
1074,TRUMP,trump,"jobs, energy-policy", It's an absolute disgrace.
1075,MODERATOR,moderator,misc," Secretary Clinton, two minutes."
1076,CLINTON,clinton,energy-policy," And actually - well, that was very interesting."
1077,CLINTON,clinton,"trade, china","First of all, China is illegally dumping steel in the United States and Donald Trump is buying it to build his buildings, putting steelworkers and American steel plants out of business."
1078,CLINTON,clinton,"china, jobs, trade",That's something that I fought against as a senator and that I would have a trade prosecutor to make sure that we don't get taken advantage of by China on steel or anything else.
1079,CLINTON,clinton,energy-policy,"You know, because it sounds like you're in the business or you're aware of people in the business - you know that we are now for the first time ever energy-independent."
1080,CLINTON,clinton,energy-policy,We are not dependent upon the Middle East.
1081,CLINTON,clinton,energy-policy,But the Middle East still controls a lot of the prices.
1082,CLINTON,clinton,energy-policy,So the price of oil has been way down.
1083,CLINTON,clinton,energy-policy,"And that has had a damaging effect on a lot of the oil companies, right?"
