index,polarity,subjectivity,speaker,speaker_name,text,applause,attack,agree,noun_phrases,people,locations,topic
353,0.03333333333333333,0.06666666666666667,sanders,sanders,"The leader of Goldman Sachs is a billionaire who comes to Congress and tells us we should cut Social Security, Medicare, and Medicaid.",False,False,False,"['goldman sachs', 'congress', 'social security', 'medicare', 'medicaid']",[],[],"medicare, medicaid"
354,-0.15625,0.84375,sanders,sanders,"Secretary Clinton, and you're not the only one, so I don't mean to just point the finger at you, you've received over $600,000 in speaking fees from Goldman Sachs in one year.",False,True,False,['goldman sachs'],[],[],h-clinton
355,-0.025625000000000002,0.17375000000000002,sanders,sanders,"I find it very strange that a major financial institution that pays $5 billion in fines for breaking the law, not one of their executives is prosecuted, while kids who smoke marijuana get a jail sentence. [applause]",True,False,False,"['major financial institution', 'smoke marijuana', 'jail sentence']",[],[],justice
356,0.0,0.0,moderator,moderator,That's time.,False,False,False,"[""'s time""]",[],[],misc
357,0.0,0.0,moderator,moderator,Andrea.,False,False,False,['andrea'],[],[],misc
358,0.09444444444444444,0.4375,clinton,clinton,"Well, the last point on this is, Senator Sanders, you're the only one on this stage that voted to deregulate the financial market in 2000, to take the cops off the street, to use Governor O'Malley's phrase, to make the SEC and the Commodities Futures Trading Commission no longer able to regulate swaps and derivatives, which were one of the main cause of the collapse in '08.",False,False,False,"['sanders', 'financial market', ""o'malley"", ""'s phrase"", 'sec', 'commodities futures']",[],[],economy
359,0.0,0.0,clinton,clinton,So there's plenty...,False,False,False,"[""'s plenty ...""]",[],[],misc
360,0.0,0.0,sanders,sanders,If you want to...,False,False,False,[],[],[],misc
361,0.0,0.0,clinton,clinton,There's plenty of problems that we all have to face together.,False,False,False,"[""'s plenty""]",[],[],misc
362,-0.15,0.7,clinton,clinton,"And the final thing I would say, we're at least having a vigorous debate about reining in Wall Street...",False,False,False,"['final thing', 'vigorous debate', 'wall street ...']",[],[],economy
363,0.0,0.0,moderator,moderator,... Senator...,False,False,False,['... senator ...'],[],[],sanders
364,0.5,0.5,clinton,clinton,"... The Republicans want to give them more power, and repeal Dodd-Frank. That's what we need to stop... [applause]",True,False,False,['dodd-frank'],[],[],economy
365,0.2,0.1,sanders,sanders,"Anyone who wants to check my record in taking on Wall Street, in fighting against the deregulation of Wall Street when Wall Street put billions of dollars in lobbying, in campaign contributions to get the government off their backs. They got the government off their backs.",False,False,False,"['wall street', 'wall street', 'wall', 'campaign contributions']",[],[],economy
366,0.0,0.0,sanders,sanders,"Turns out that they were crooks, and they destroyed our economy. I think it's time to put the government back on their backs. [applause]",True,False,False,"['turns', ""'s time""]",[],[],economy
